,harmonic_centrality,eigenvector_centrality,degree_centrality,closeness_centrality,information_centrality
sink_4hpro-LT(m),284.1626984126987,0.0005125108379696034,0.0009478672985781991,0.22944758590691605,0.0007378794861727486
sink_amet,219.3749999999967,1.3614790938248336e-05,0.0009478672985781991,0.1872891887093911,0.0006202167275573662
sink_decdp,185.32507215007305,2.776075493556994e-07,0.0009478672985781991,0.16106870229007633,0.00040390453258423665
sink_dhf(c),222.7726190476156,3.6950546998709486e-06,0.0009478672985781991,0.18903422325748073,0.00041569742169992625
sink_dmgly,211.4607142857116,1.802484512757046e-06,0.0009478672985781991,0.18281060474787733,0.0004146748749288224
sink_tyr-L(m),259.37222222221703,8.308468550109127e-05,0.0009478672985781991,0.21887966804979253,0.0007269998970407941
10FTHF5GLUtm,294.4269841269869,0.0010865213652509586,0.002843601895734597,0.2332522661950033,0.0012154563562045424
10FTHF6GLUtm,294.51031746032027,0.0010864634149766658,0.002843601895734597,0.23330384785493144,0.0012154617676420761
10FTHF7GLUtm,293.7603174603201,0.0005432192204849457,0.0018957345971563982,0.23314917127071824,0.0007398804286754849
10FTHFtm,303.4317460317511,0.0018038526102363873,0.0037914691943127963,0.2372919478182636,0.0017873336607614964
"1a,24,25VITD2Hm",445.0452380952335,0.08084824311957357,0.15639810426540285,0.3022922636103152,0.0033301494688352594
"1a,24,25VITD3Hm",445.0452380952335,0.08084824311957357,0.15639810426540285,0.3022922636103152,0.0033301494688352693
"1a,25VITD2Hm",445.0452380952335,0.08084824311957357,0.15639810426540285,0.3022922636103152,0.0033301494688352594
"1a,25VITD3Hm",445.0452380952335,0.08084824311957357,0.15639810426540285,0.3022922636103152,0.0033301494688352594
"24,25VITD2Hm",446.4785714285669,0.08086327366576601,0.15734597156398106,0.3030738293593795,0.0033308758467126445
"24,25VITD3Hm",446.4785714285669,0.08086327401483787,0.15734597156398106,0.3030738293593795,0.0033308763835655157
25HVITD2t,240.05119047618453,2.308728022428568e-05,0.004739336492890996,0.21062088241165902,0.001503185867244052
25HVITD2tin,240.05119047618453,2.308728022428568e-05,0.004739336492890996,0.21062088241165902,0.001503185867244052
25HVITD2tin_m,302.101190476192,0.0016622449446513565,0.007582938388625593,0.24557728119180633,0.0020079692448078806
25HVITD2tm,302.101190476192,0.0016622449446513565,0.007582938388625593,0.24557728119180633,0.002007969244807884
25HVITD3t,240.1678571428512,2.3087638998690195e-05,0.004739336492890996,0.21070501298182545,0.0015031949968661704
25HVITD3tin,240.1678571428512,2.3087638998690195e-05,0.004739336492890996,0.21070501298182545,0.0015031949968661704
25HVITD3tin_m,302.301190476192,0.0016622707758215697,0.007582938388625593,0.2456916627852818,0.0020079855356086853
25HVITD3tm,302.301190476192,0.0016622707758215697,0.007582938388625593,0.2456916627852818,0.0020079855356086892
25VITD2Hm,446.4785714285669,0.08086327366576601,0.15734597156398106,0.3030738293593795,0.003330875846712624
25VITD3Hm,446.4785714285669,0.08086327401483787,0.15734597156398106,0.3030738293593795,0.0033308763835654957
2AMADPTm,341.1452380952391,0.0047433207412885155,0.029383886255924172,0.26913265306122447,0.0030348204236684767
2OXOADOXm,387.3285714285699,0.0319574242454618,0.07582938388625593,0.28482721382289417,0.0032547166411139613
2OXOADPTm,341.1452380952391,0.0044021055119439784,0.029383886255924172,0.26913265306122447,0.0030347333218719796
34HPLFM,431.22857142856674,0.07567742477986059,0.13744075829383887,0.29785431959345005,0.0033206331819565964
3AIBTm,365.8119047619051,0.012431662909643584,0.03886255924170616,0.28065974993349296,0.003119973850802023
3AIBt,215.82936507936114,5.793316981930834e-07,0.002843601895734597,0.19258853596202993,0.0006038190191726629
3AIBtm,263.9769841269799,8.457762695982565e-05,0.002843601895734597,0.22309156269824487,0.0008824339314125779
3DPHBH1,448.7952380952335,0.08260595855589808,0.16303317535545025,0.3030738293593795,0.003333185066238562
3DPHBH2,445.2952380952335,0.08088134118771147,0.15639810426540285,0.30246559633027525,0.003330299846150534
3HBCDm,390.8619047619026,0.038306611805016176,0.07772511848341232,0.28621812262615304,0.0032586139555141687
3HBCOAHLm,455.76190476190015,0.08406612788022773,0.17535545023696683,0.30482519503033806,0.003337885076358495
3SALAASPm,335.9547619047632,0.0016936707353739338,0.006635071090047393,0.27148739063304167,0.002227136088675665
3SALATAim,438.5285714285668,0.07571060388793892,0.14881516587677726,0.29980107985223076,0.003326662168398809
3SPYRSPm,444.9952380952335,0.0808616900440704,0.15734597156398106,0.3019461934745278,0.0033306853451281894
4ABUTtm,324.3023809523819,0.0004387491445128799,0.002843601895734597,0.28118336886993606,0.001538171330462774
4HBZCOAFm,456.76190476190015,0.08430390609253181,0.17725118483412322,0.30500144550448105,0.0033385432977196916
4HBZFm,456.51190476190015,0.08410665832561084,0.17630331753554504,0.30508964719491033,0.003338226371848722
4HGLSDm,447.4952380952335,0.08253763332219784,0.16208530805687205,0.3023789051304099,0.003332759332467464
5AOPtm,327.811904761906,0.0007121554405486443,0.0018957345971563982,0.2679024885728796,0.0012126045391894229
5HOXINDACTOXm,446.4952380952335,0.08242484121241314,0.16018957345971566,0.3022056717272988,0.0033319660550768203
5THFtm,295.4769841269872,0.001089099951771943,0.002843601895734597,0.23376911145579438,0.0012155049030069072
6DHFtm,294.2603174603202,0.0010864134661827994,0.002843601895734597,0.23320070733863837,0.0012154481308592438
6THFtm,294.51031746032027,0.0010864635335173622,0.002843601895734597,0.23330384785493144,0.0012154617848106552
7DHFtm,293.7603174603201,0.0005432192181888456,0.0018957345971563982,0.23314917127071824,0.000739880412737963
7THFtm,293.7603174603201,0.0005432192204903949,0.0018957345971563982,0.23314917127071824,0.0007398804287090854
AACOAT,373.91904761904874,0.004496987840013135,0.025592417061611375,0.30784943098920337,0.002986969565986727
AACTOOR,390.1857142857135,0.006270276343561202,0.04265402843601896,0.31454979129397737,0.0031389367505800956
AACTtm,314.5380952380957,0.0005591600911332398,0.0018957345971563982,0.2606869285890783,0.0012068796171709282
AASAD3m,446.9952380952335,0.08245689090144402,0.16113744075829384,0.3022922636103152,0.0033323924182193723
AATAi,368.0190476190492,0.002125015496527152,0.014218009478672987,0.3074009324009324,0.0027199238006491615
ABTArm,364.7619047619052,0.012265114950238241,0.037914691943127965,0.28021248339973437,0.003114736825267701
ABUTt2r,464.5999999999925,0.02595109293046037,0.09194312796208531,0.3747779751332149,0.0032832372507311464
ACACT10m,325.9103174603238,0.008595359046892697,0.03317535545023697,0.2425287356321839,0.003078310196322283
ACACT1r,268.08809523809225,3.059239596078424e-05,0.0009478672985781991,0.23543851818790448,0.0007200525766078607
ACACT1rm,324.0769841269905,0.007558093581356421,0.03127962085308057,0.24208352455254703,0.003060051789227806
ACACt2,464.7666666666592,0.025978515249614958,0.09194312796208531,0.374911158493248,0.0032835162771687747
ACACt2m,503.43571428571073,0.08632092522054766,0.19810426540284362,0.35726379952590587,0.0033482146635489284
ACALDt,301.1404761904756,0.0009123650339340395,0.007582938388625593,0.2523319779956948,0.002211686647959299
ACALDtm,333.8214285714299,0.0014705084160373078,0.007582938388625593,0.2701664532650448,0.0023141641032462554
ACCOALm,389.3619047619029,0.025419253822124063,0.07962085308056872,0.28505809240745744,0.003259847844493391
ACOAD10m,307.56507936508535,0.001905697842555775,0.012322274881516588,0.23804151624548736,0.0026145452926832793
ACOAD1fm,305.3150793650848,0.0019516771403258965,0.012322274881516588,0.2372385878120081,0.0026145084401714255
ACOAD8m,311.3984126984192,0.0021781384310027283,0.012322274881516588,0.23944620971402633,0.002614916089157014
ACOAD9m,307.56507936508535,0.0019022436828373054,0.012322274881516588,0.23804151624548736,0.002614537328105984
ACONTm,303.0055555555605,0.000956584219183422,0.004739336492890996,0.2372919478182636,0.0019168520691725565
ACRNtm,236.5408730158688,4.774065467027231e-05,0.0009478672985781991,0.19547896979803595,0.0007236285325480656
ACSm,388.4785714285697,0.026053782957506242,0.07962085308056872,0.28451995685005393,0.003260099410131481
ACYP,442.65238095237703,0.027030551858345298,0.1061611374407583,0.33438985736925514,0.003299587598964356
ACt2m,502.26904761904404,0.08640545696282784,0.1962085308056872,0.35690121786197565,0.0033476824669709257
ACt2r,464.0999999999925,0.025948128166503857,0.0909952606635071,0.37464488636363635,0.0032823098719567353
ADCim,433.6119047619,0.07591920591829206,0.14028436018957346,0.29903628117913833,0.0033222053160331813
ADK1,350.4523809523837,0.0033776056477546504,0.02085308056872038,0.2936264959643752,0.0029202061926465726
ADK1m,368.0952380952383,0.01669820610492296,0.047393364928909956,0.2801380775358471,0.0031704167331510894
ADK3m,367.9285714285716,0.015012165071430331,0.047393364928909956,0.28006371117600215,0.0031695389601107617
ADPRDPm,444.96190476190014,0.08118381582793333,0.15639810426540285,0.3023789051304099,0.0033303080601410425
AGMTm,391.4119047619025,0.03829062043756742,0.07772511848341232,0.28660690029883185,0.0032584411680555243
AGPRim,433.47857142856674,0.07597667037653201,0.14123222748815167,0.2983597285067873,0.0033228708044076576
AGTim,349.7119047619054,0.0055077348063563075,0.015165876777251185,0.27625032731081434,0.002768433597031369
AKGDm,399.29523809523545,0.03487159860348895,0.09573459715639811,0.2873876327976028,0.003283922030006395
AKGMALtm,361.7452380952389,0.005300477783221257,0.03601895734597157,0.2792482795129698,0.0030953946586687216
ALASm,447.51190476190004,0.0781186126032054,0.16113744075829384,0.3032480597872952,0.0033321656866739384
ALCD2if,434.4023809523769,0.025925903497965794,0.09289099526066351,0.3320742839156437,0.003284537968477221
ALCD2yf,435.2357142857103,0.025937256615126265,0.0938388625592417,0.3323881537492123,0.0032856933593566995
ALDD20xm,446.4952380952335,0.08242484121241314,0.16018957345971566,0.3022056717272988,0.003331966055076805
ALDD2x,440.06904761904366,0.026584569107387913,0.1014218009478673,0.3338607594936709,0.0032946209793960125
ALDD2xm,448.0452380952335,0.0826108175226944,0.16208530805687205,0.302812858783008,0.0033328082594514547
ALDD2y,440.90238095237703,0.026595922224548384,0.1023696682464455,0.33417801710484635,0.0032955962675507446
ALR,440.2357142857104,0.026597951771374563,0.1004739336492891,0.33417801710484635,0.003293962318773315
AMETt2m,287.5626984126995,0.002001360225699628,0.005687203791469194,0.230399650578729,0.0017910246243407306
AOBUTDsm,433.6119047619,0.07592555973621026,0.14028436018957346,0.29903628117913833,0.0033220932852260736
APAT2rm,365.2619047619052,0.012482383418867241,0.03886255924170616,0.28028692879914985,0.003121736927324289
APOC_LYS_BTNPm,390.3619047619026,0.038276940323653016,0.07677725118483412,0.28614049362625443,0.003256994382010758
APOCFm,441.9952380952335,0.08045188655277827,0.15165876777251186,0.30142857142857143,0.0033280886613555436
ARGDCm,433.57857142856665,0.07611680523792892,0.13933649289099526,0.29946068691456146,0.0033217191462321318
ARGLYSex,332.28095238095295,0.0012002397492550723,0.008530805687203791,0.2779241306638567,0.0020162248342683034
ARGtiDF,330.1142857142862,0.0006073183558844836,0.004739336492890996,0.2775585372270455,0.001646746354565005
ARGtm,504.4357142857108,0.08625384929504204,0.1990521327014218,0.3577483892845032,0.003348545836116637
ASNNm,396.461904761902,0.039158110122598955,0.08341232227488152,0.28864569083447333,0.0032675718727248927
ASNt4,355.6928571428588,0.0012090097143193732,0.016113744075829384,0.3061520603598375,0.0027471142414609894
ASNtm,315.76904761904785,0.0002831801925361263,0.002843601895734597,0.2765399737876802,0.0015102309745570045
ASPGLUm,517.9523809523764,0.08828453833847082,0.21990521327014217,0.3630419821059876,0.0033537865302132046
ASPTA,369.0190476190491,0.0023128930670435538,0.016113744075829384,0.3075801749271137,0.002783936863192317
ASPTAm,367.09523809523836,0.013618209856936353,0.04170616113744076,0.28065974993349296,0.0031396404222135254
ATPS4m,533.4357142857131,0.09733527041528035,0.2502369668246446,0.36695652173913046,0.003359603449546435
ATPtm,410.6857142857113,0.018897196791248457,0.06635071090047394,0.3231240428790199,0.003235927837903479
BACCLm,441.5285714285668,0.0768890064227029,0.15355450236966825,0.3005698005698006,0.003328865274908311
BALAVECSEC,446.1523809523771,0.027262060959661175,0.11184834123222749,0.33534647171010806,0.003304067482687102
BALAtmr,355.06904761905,0.0010172597906209025,0.0037914691943127963,0.3012564249000571,0.0017848870942852636
BAMPPALDOXm,447.4952380952335,0.08251605570330191,0.16208530805687205,0.3023789051304099,0.003332739086053279
BDHm,431.06190476190005,0.07539618630072668,0.13744075829383887,0.2977702511995484,0.0033205874559745765
BETALDHxm,446.4952380952335,0.08242484121241314,0.16018957345971566,0.3022056717272988,0.0033319660550768506
BHBt,464.0999999999925,0.025948128166503857,0.0909952606635071,0.37464488636363635,0.003282309871956765
BHBtm,501.76904761904404,0.0862294166687123,0.19526066350710902,0.3567805207981062,0.003347411710374245
BTNDm,392.3619047619024,0.039463121555570455,0.07867298578199053,0.2869186837095458,0.0032604830152958126
BTNPLm,429.0285714285667,0.0743526678021437,0.13270142180094788,0.29785431959345005,0.003317799445791317
BTNt2,464.0999999999925,0.025949321021173623,0.0909952606635071,0.37464488636363635,0.0032828085950097805
BTNt2m,502.26904761904404,0.08649606124126326,0.1962085308056872,0.35690121786197565,0.003347678941128162
BTNt4i,464.0999999999925,0.025949321021173623,0.0909952606635071,0.37464488636363635,0.0032828085950097853
C160CPT2,324.41269841270463,0.006987597920488851,0.03033175355450237,0.24286372007366483,0.003039968735549787
C160CRNt,236.37420634920215,4.753499425229186e-05,0.0009478672985781991,0.1954427565765098,0.0007230915482262121
C204CPT2,323.91269841270463,0.0069872767361650575,0.029383886255924172,0.2428078250863061,0.0030393912571499847
C226CPT2,323.91269841270463,0.0069872767361650575,0.029383886255924172,0.2428078250863061,0.0030393912571499847
C2M26DCOAHLm,389.8619047619027,0.03777455367016738,0.07582938388625593,0.28606290672451196,0.003255244323873149
CATm,393.42857142856894,0.03842623094986718,0.07962085308056872,0.2876226826608506,0.0032618211698232525
CBLATm,439.7785714285668,0.07654605209757581,0.15071090047393365,0.30014224751066854,0.0033275435136894712
CDPDAGtm,284.0698412698415,0.0005038718187609294,0.0009478672985781991,0.22969736555628129,0.0007377931133997062
CDSm,429.7785714285667,0.07406859874766822,0.13364928909952606,0.29810680983328625,0.003317921442030647
CHSTEROLt3,290.95317460317665,0.0005500428870670236,0.0018957345971563982,0.23248126928162186,0.0007395073775078817
CITRtm,318.8047619047626,0.0005873520352147764,0.0009478672985781991,0.2634207240948814,0.0007392860867804471
CITtam,343.37857142857234,0.001731192262972366,0.01042654028436019,0.27452511059068435,0.0025075281822302224
CITtbm,336.21190476190577,0.0008041367159595863,0.004739336492890996,0.2716271884654995,0.0019158045657042511
CK,368.0952380952383,0.01564902538250251,0.047393364928909956,0.2801380775358471,0.0031663666894747354
CO2t,308.0261904761901,0.00043540075141889636,0.005687203791469194,0.25832517140058764,0.0019209845869427172
CO2tm,357.026190476191,0.00915135845302774,0.026540284360189573,0.2808091562416822,0.003006938004616392
COQ3m,427.3952380952334,0.07339864834872305,0.12985781990521328,0.2972668357283742,0.0033157286560584957
COQ5m,426.8952380952334,0.07364205844217923,0.12890995260663507,0.2971830985915493,0.0033153333653366296
COQ6m,393.71190476190225,0.03943090556861398,0.08056872037914692,0.28754428999727444,0.0032635371851851285
COQ7m,444.5452380952335,0.08084081074232838,0.15545023696682464,0.3022056717272988,0.003329868499937391
COUCOAFm,387.3119047619031,0.025141378167096537,0.07772511848341232,0.2842899488008623,0.0032567849696248825
CPPPGO,443.58571428571037,0.026722970538507997,0.1061611374407583,0.33534647171010806,0.0032989189953502875
CRNt,206.8857142857116,1.6793045870735879e-06,0.002843601895734597,0.18376589444347674,0.0008996335736868687
CRNtim,249.55714285713717,0.00024516462040535575,0.006635071090047393,0.2094084954346963,0.002012707820840696
CSNAT2m,326.24603174603794,0.008055619666644124,0.03222748815165877,0.24331180811808117,0.003068441560640982
CSNATm,324.91269841270463,0.007017829800003871,0.03127962085308057,0.24291964080128944,0.0030494824012429486
CSm,458.76190476190015,0.084237839927596,0.18104265402843603,0.3053545586107091,0.0033397733995098257
CYANSTm,429.82857142856676,0.07341350406392665,0.13270142180094788,0.2982753746112525,0.003318057608208934
CYANt,233.23452380951835,3.4211674526390424e-06,0.002843601895734597,0.20629644114196324,0.000607969075317058
CYANtm,291.5130952380968,0.0004994619230667318,0.002843601895734597,0.23993632021833067,0.0008924157833489134
CYOOm2,517.4190476190428,0.09345978134400405,0.2218009478672986,0.3620452985586822,0.003354047384350303
CYOR-u10m,503.26904761904404,0.08632333255500299,0.19810426540284362,0.35714285714285715,0.003348132758185394
CYSGLUexR,335.60476190476373,0.0007539214816565345,0.014218009478672987,0.28482721382289417,0.002645350802190978
CYSGLYex,329.6357142857155,0.0005814462804072227,0.013270142180094787,0.2816337426588361,0.0025975795216698345
CYSGLYexR,329.6357142857155,0.0005814462804072227,0.013270142180094787,0.2816337426588361,0.0025975795216698406
CYSO,438.7357142857103,0.02605374031708753,0.0995260663507109,0.3334386852085967,0.003292379008213304
CYSTAm,363.5952380952387,0.011701461724692172,0.03601895734597157,0.27998938428874737,0.00310260850493799
CYStec,319.38809523809573,0.00020112571834655406,0.007582938388625593,0.2761780104712042,0.002211077479289481
CYTK1m,367.09523809523836,0.015647276097088804,0.04549763033175355,0.27998938428874737,0.0031612811403137213
D-LACt2,464.0999999999925,0.025948128166503857,0.0909952606635071,0.37464488636363635,0.003282309871956765
D-LACtm,501.76904761904404,0.0862294166687123,0.19526066350710902,0.3567805207981062,0.003347411710374204
DDPGAm,342.82857142857216,0.0031677538297174485,0.009478672985781991,0.273883696780893,0.00248735431263918
DECDPtm,229.87619047618642,4.0808052932460965e-05,0.0018957345971563982,0.19195778748180495,0.0007033176871706481
DGNSKm,441.2452380952335,0.07665100993951221,0.15260663507109004,0.30065545739526933,0.0033285571972150683
DGSNt,235.271428571423,3.571873906802467e-06,0.0018957345971563982,0.20829220138203355,0.0006072252510869265
DGSNtm,295.9785714285727,0.0005214879677586105,0.002843601895734597,0.24264029438822446,0.000891776157620434
DHDPBMTm,426.3952380952334,0.0733756315741058,0.1279620853080569,0.2970994086172909,0.0033147072666104265
DHFtm,293.51031746032004,0.0005431692766512047,0.0018957345971563982,0.2330461674398056,0.0007398661268796402
DMGDHm,398.27857142856857,0.038947569147802175,0.08909952606635071,0.2878581173260573,0.0032730242943914056
DMGtm,272.46746031745784,0.00026496354231823356,0.0018957345971563982,0.22365910536357855,0.0007366331504940377
DPGM,432.15238095237686,0.025969327838608315,0.09004739336492891,0.33124018838304553,0.0032816872831256307
DPGase,389.30238095238036,0.006660355710777369,0.043601895734597156,0.31361474435196196,0.0031536805052093716
DPHMBDCm,433.1119047619,0.076124509920862,0.13933649289099526,0.29895154434684046,0.0033217123978346768
DURIK1m,440.7785714285668,0.07697030912499296,0.15260663507109004,0.300313122687162,0.0033284394422522542
DUTPDPm,445.71190476190014,0.08115529550021182,0.15734597156398106,0.30263912794033276,0.003330712167464137
ECOAH12m,390.3619047619026,0.037787406753376336,0.07677725118483412,0.28614049362625443,0.003256908035923281
ECOAH1m,391.36190476190257,0.03881796231238096,0.07867298578199053,0.2862957937584803,0.0032602864238433647
ECOAH9m,390.8619047619026,0.03829859551045839,0.07772511848341232,0.28621812262615304,0.003258619869531823
EHGLAT2m,345.46190476190554,0.0038289932365926506,0.01042654028436019,0.27538501696684936,0.002545596938953991
EHGLATm,365.5952380952385,0.012864119051422028,0.03981042654028436,0.28028692879914985,0.0031281351923029945
ENO,368.202380952383,0.0050663623116630006,0.034123222748815164,0.30142857142857143,0.003088654346733006
ETF,304.9817460317514,0.0014421028807060342,0.011374407582938388,0.2372385878120081,0.002551015722491182
ETFQO,324.45476190476296,0.001708097380571718,0.004739336492890996,0.2654755913437343,0.001919237937224899
ETOHMO,444.1523809523771,0.026681774768032965,0.1071090047393365,0.33523991102637435,0.0032998567583527715
ETOHt,299.1738095238089,0.0005380168627685442,0.004739336492890996,0.25185008355216043,0.001741649111037351
FALDtm,272.46746031745784,0.00026496354231823356,0.0018957345971563982,0.22365910536357855,0.0007366331504940375
FBA,302.7214285714281,0.0003753977617547073,0.006635071090047393,0.25324051848295726,0.0020729400528211503
FCLTm,426.8952380952334,0.07362846447895202,0.12890995260663507,0.2971830985915493,0.0033150690765555075
FE2t,351.96666666666914,0.0005910212392014026,0.0037914691943127963,0.3070430733410943,0.0012566452001606689
FE2tm,503.1023809523774,0.08623740121162217,0.1971563981042654,0.35726379952590587,0.003347927813966661
FORt2m,266.7865079365042,0.0001469231487050915,0.0018957345971563982,0.22131319488147683,0.0007346135441648797
FPGS2m,455.2452380952336,0.07985262091409688,0.17630331753554504,0.3037719550820616,0.0033381711171526717
FPGS3m,455.2452380952336,0.07984893250539546,0.17630331753554504,0.3037719550820616,0.0033381208461200763
