,harmonic_centrality,eigenvector_centrality,degree_centrality,closeness_centrality,information_centrality
C226CPT2,323.91269841270463,0.0069872767361650575,0.029383886255924172,0.2428078250863061,0.0030393912571495666
C2M26DCOAHLm,389.8619047619027,0.03777455367016738,0.07582938388625593,0.28606290672451196,0.003255244323872653
CATm,393.42857142856894,0.03842623094986718,0.07962085308056872,0.2876226826608506,0.0032618211698228127
CBLATm,439.7785714285668,0.07654605209757581,0.15071090047393365,0.30014224751066854,0.003327543513689046
CDPDAGtm,284.0698412698415,0.0005038718187609294,0.0009478672985781991,0.22969736555628129,0.0007377931133996827
CDSm,429.7785714285667,0.07406859874766822,0.13364928909952606,0.29810680983328625,0.0033179214420301336
CHSTEROLt3,290.95317460317665,0.0005500428870670236,0.0018957345971563982,0.23248126928162186,0.0007395073775078563
CITRtm,318.8047619047626,0.0005873520352147764,0.0009478672985781991,0.2634207240948814,0.0007392860867804267
CITtam,343.37857142857234,0.001731192262972366,0.01042654028436019,0.27452511059068435,0.00250752818222995
CITtbm,336.21190476190577,0.0008041367159595863,0.004739336492890996,0.2716271884654995,0.0019158045657040926
CK,368.0952380952383,0.01564902538250251,0.047393364928909956,0.2801380775358471,0.0031663666894742527
CO2t,308.0261904761901,0.00043540075141889636,0.005687203791469194,0.25832517140058764,0.0019209845869425377
CO2tm,357.026190476191,0.00915135845302774,0.026540284360189573,0.2808091562416822,0.0030069380046160053
COQ3m,427.3952380952334,0.07339864834872305,0.12985781990521328,0.2972668357283742,0.003315728656058038
COQ5m,426.8952380952334,0.07364205844217923,0.12890995260663507,0.2971830985915493,0.003315333365336157
COQ6m,393.71190476190225,0.03943090556861398,0.08056872037914692,0.28754428999727444,0.00326353718518463
COQ7m,444.5452380952335,0.08084081074232838,0.15545023696682464,0.3022056717272988,0.003329868499936753
COUCOAFm,387.3119047619031,0.025141378167096537,0.07772511848341232,0.2842899488008623,0.0032567849696244298
CPPPGO,443.58571428571037,0.026722970538507997,0.1061611374407583,0.33534647171010806,0.0032989189953498083
CRNt,206.8857142857116,1.6793045870735879e-06,0.002843601895734597,0.18376589444347674,0.0008996335736868338
CRNtim,249.55714285713717,0.00024516462040535575,0.006635071090047393,0.2094084954346963,0.002012707820840526
CSNAT2m,326.24603174603794,0.008055619666644124,0.03222748815165877,0.24331180811808117,0.003068441560640546
CSNATm,324.91269841270463,0.007017829800003871,0.03127962085308057,0.24291964080128944,0.0030494824012425163
CSm,458.76190476190015,0.084237839927596,0.18104265402843603,0.3053545586107091,0.0033397733995092905
CYANSTm,429.82857142856676,0.07341350406392665,0.13270142180094788,0.2982753746112525,0.003318057608208431
CYANt,233.23452380951835,3.4211674526390424e-06,0.002843601895734597,0.20629644114196324,0.0006079690753170411
CYANtm,291.5130952380968,0.0004994619230667318,0.002843601895734597,0.23993632021833067,0.0008924157833488801
CYOOm2,517.4190476190428,0.09345978134400405,0.2218009478672986,0.3620452985586822,0.0033540473843497055
CYOR-u10m,503.26904761904404,0.08632333255500299,0.19810426540284362,0.35714285714285715,0.0033481327581849356
CYSGLUexR,335.60476190476373,0.0007539214816565345,0.014218009478672987,0.28482721382289417,0.002645350802190649
CYSGLYex,329.6357142857155,0.0005814462804072227,0.013270142180094787,0.2816337426588361,0.002597579521669516
CYSGLYexR,329.6357142857155,0.0005814462804072227,0.013270142180094787,0.2816337426588361,0.002597579521669516
CYSO,438.7357142857103,0.02605374031708753,0.0995260663507109,0.3334386852085967,0.003292379008212836
CYSTAm,363.5952380952387,0.011701461724692172,0.03601895734597157,0.27998938428874737,0.003102608504937527
CYStec,319.38809523809573,0.00020112571834655406,0.007582938388625593,0.2761780104712042,0.002211077479289252
CYTK1m,367.09523809523836,0.015647276097088804,0.04549763033175355,0.27998938428874737,0.003161281140313195
D-LACt2,464.0999999999925,0.025948128166503857,0.0909952606635071,0.37464488636363635,0.0032823098719562314
D-LACtm,501.76904761904404,0.0862294166687123,0.19526066350710902,0.3567805207981062,0.003347411710373651
DDPGAm,342.82857142857216,0.0031677538297174485,0.009478672985781991,0.273883696780893,0.0024873543126388725
DECDPtm,229.87619047618642,4.0808052932460965e-05,0.0018957345971563982,0.19195778748180495,0.0007033176871706258
DGNSKm,441.2452380952335,0.07665100993951221,0.15260663507109004,0.30065545739526933,0.003328557197214547
DGSNt,235.271428571423,3.571873906802467e-06,0.0018957345971563982,0.20829220138203355,0.00060722525108691
DGSNtm,295.9785714285727,0.0005214879677586105,0.002843601895734597,0.24264029438822446,0.0008917761576203964
DHDPBMTm,426.3952380952334,0.0733756315741058,0.1279620853080569,0.2970994086172909,0.0033147072666099044
DHFtm,293.51031746032004,0.0005431692766512047,0.0018957345971563982,0.2330461674398056,0.0007398661268796185
DMGDHm,398.27857142856857,0.038947569147802175,0.08909952606635071,0.2878581173260573,0.0032730242943908947
DMGtm,272.46746031745784,0.00026496354231823356,0.0018957345971563982,0.22365910536357855,0.0007366331504940133
DPGM,432.15238095237686,0.025969327838608315,0.09004739336492891,0.33124018838304553,0.0032816872831251563
DPGase,389.30238095238036,0.006660355710777369,0.043601895734597156,0.31361474435196196,0.003153680505208887
DPHMBDCm,433.1119047619,0.076124509920862,0.13933649289099526,0.29895154434684046,0.0033217123978340475
DURIK1m,440.7785714285668,0.07697030912499296,0.15260663507109004,0.300313122687162,0.003328439442251788
DUTPDPm,445.71190476190014,0.08115529550021182,0.15734597156398106,0.30263912794033276,0.0033307121674636354
ECOAH12m,390.3619047619026,0.037787406753376336,0.07677725118483412,0.28614049362625443,0.003256908035922741
ECOAH1m,391.36190476190257,0.03881796231238096,0.07867298578199053,0.2862957937584803,0.003260286423842853
ECOAH9m,390.8619047619026,0.03829859551045839,0.07772511848341232,0.28621812262615304,0.003258619869531312
EHGLAT2m,345.46190476190554,0.0038289932365926506,0.01042654028436019,0.27538501696684936,0.0025455969389536616
EHGLATm,365.5952380952385,0.012864119051422028,0.03981042654028436,0.28028692879914985,0.003128135192302499
ENO,368.202380952383,0.0050663623116630006,0.034123222748815164,0.30142857142857143,0.003088654346732556
ETF,304.9817460317514,0.0014421028807060342,0.011374407582938388,0.2372385878120081,0.002551015722490887
ETFQO,324.45476190476296,0.001708097380571718,0.004739336492890996,0.2654755913437343,0.0019192379372247395
ETOHMO,444.1523809523771,0.026681774768032965,0.1071090047393365,0.33523991102637435,0.0032998567583521926
ETOHt,299.1738095238089,0.0005380168627685442,0.004739336492890996,0.25185008355216043,0.0017416491110372162
FALDtm,272.46746031745784,0.00026496354231823356,0.0018957345971563982,0.22365910536357855,0.0007366331504940128
FBA,302.7214285714281,0.0003753977617547073,0.006635071090047393,0.25324051848295726,0.0020729400528209582
FCLTm,426.8952380952334,0.07362846447895202,0.12890995260663507,0.2971830985915493,0.00331506907655504
FE2t,351.96666666666914,0.0005910212392014026,0.0037914691943127963,0.3070430733410943,0.0012566452001605895
FE2tm,503.1023809523774,0.08623740121162217,0.1971563981042654,0.35726379952590587,0.0033479278139660093
FORt2m,266.7865079365042,0.0001469231487050915,0.0018957345971563982,0.22131319488147683,0.0007346135441648542
FPGS2m,455.2452380952336,0.07985262091409688,0.17630331753554504,0.3037719550820616,0.0033381711171520914
FPGS3m,455.2452380952336,0.07984893250539546,0.17630331753554504,0.3037719550820616,0.0033381208461194557
