ID,Centrality,Optimality,recon3_genes,Lewis2010_genes,VMH_gene_IDs,KEGG_genes,Name,Reaction,Node type
2OXOADOXm,0.10499797063101651,3.0371952035706474e-16,"4967, 1738, 4967, 1743, 8050","8050, 1738, 4967, 1743",NA,NA,2-Oxoadipate:lipoamde 2-oxidoreductase(decarboxylating and acceptor-succinylating) (mitochondria) Astrocyte,2oxoadp[mA] + coa[mA] + nad[mA] --> co2[mA] + glutcoa[mA] + nadh[mA],Astrocyte
2OXOADPTm,0.006928390235177454,0,89874,89874,NA,NA,2-oxoadipate shuttle (cytosol/mitochondria) Astrocyte,2oxoadp[cA] + akg[mA] <=> 2oxoadp[mA] + akg[cA],Astrocyte
2OXOADPTm,0.006928390235177454,0,89874,89874,NA,NA,2-oxoadipate shuttle (cytosol/mitochondria) Astrocyte,2oxoadp[cA] + akg[mA] <=> 2oxoadp[mA] + akg[cA],Astrocyte
34HPLFM,0.6139818198428123,6.169302757252878e-17,,,NA,NA,3-(4-hydroxyphenyl-)lactate formation Astrocyte,34hpp[mA] + h[mA] + nadh[mA] --> 34hpl[mA] + nad[mA],Astrocyte
3AIBTm,0.14573807587695473,1.0039196743396377e-29,"18, 18, 64902",18,NA,NA,"L-3-aminoisobutyrate transaminase, mitochondrial Astrocyte",2mop[mA] + glu-L[mA] <=> 3aib[mA] + akg[mA],Astrocyte
3AIBt,0.048151161561232496,0,NA,18,NA,NA,3-amino-isobutyrate transport Astrocyte,3aib[cA] --> 3aib[e],Astrocyte
3AIBtm,0.09746167915515584,0.12333690560144792,"18, 18, 64902",18,NA,"18.1, 18.2","3-amino-isobutyrate transport, mitochondrial Astrocyte",3aib[mA] --> 3aib[cA],Astrocyte
3DPHBH1,0.764925256673655,0.7072955837107799,,,NA,NA,Hydroxylation of 3-Decaprenyl-4-hydroxybenzoate (NADH) Astrocyte,3dphb[mA] + h[mA] + nadh[mA] + o2[mA] --> 3dpdhb[mA] + h2o[mA] + nad[mA],Astrocyte
3DPHBH2,0.7270947231335553,0.7083362447352168,,,NA,NA,Hydroxylation of 3-Decaprenyl-4-hydroxybenzoate (NADPH) Astrocyte,3dphb[mA] + h[mA] + nadph[mA] + o2[mA] --> 3dpdhb[mA] + h2o[mA] + nadp[mA],Astrocyte
3HBCDm,0.14658062131140942,7.592988008926619e-17,55268,55268,NA,NA,"3-hydroxybutyryl-CoA dehydratase, mitochondrial Astrocyte",b2coa[mA] + h2o[mA] <=> 3hbcoa-R[mA],Astrocyte
3HBCOAHLm,0.7986986365397388,2.4202649278454607e-16,,26275,NA,26275,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial Astrocyte",3hibutcoa[mA] + h2o[mA] --> 3hmp[mA] + coa[mA] + h[mA],Astrocyte
3SALAASPm,0.004795817037708194,0,"10165, 8604","10165, 8604",NA,NA,cysteinesulfinate-aspartate mitochondrial shuttle Astrocyte,3sala[mA] + asp-L[cA] <=> 3sala[cA] + asp-L[mA],Astrocyte
3SALATAim,0.6145987233967217,1.423685251673741e-17,"2805, 2806",2806,2806,NA,"3-sulfino-alanine transaminase (irreversible), mitochondrial Astrocyte",3sala[mA] + akg[mA] + h[mA] --> 3snpyr[mA] + glu-L[mA],Astrocyte
3SALATAim,0.6145987233967217,1.423685251673741e-17,2806,2806,2806,NA,"3-sulfino-alanine transaminase (irreversible), mitochondrial Astrocyte",3sala[mA] + akg[mA] + h[mA] --> 3snpyr[mA] + glu-L[mA],Astrocyte
3SPYRSPm,0.7204977794871695,9.0166732606003594e-17,,,NA,NA,"3-sulfinopyruvate hydrolase (spotaneous reaction), mitochondrial Astrocyte",3snpyr[mA] + h2o[mA] --> h[mA] + pyr[mA] + so3[mA],Astrocyte
3SPYRSPm,0.7204977794871695,9.0166732606003594e-17,,,NA,NA,"3-sulfinopyruvate hydrolase (spotaneous reaction), mitochondrial Astrocyte",3snpyr[mA] + h2o[mA] --> h[mA] + pyr[mA] + so3[mA],Astrocyte
4ABUTtm,0.00454365557732489,0,,,NA,NA,4-aminobutanoate mitochondrial transport via diffusion Astrocyte,4abut[cA] <=> 4abut[mA],Astrocyte
4HBZCOAFm,0.7997946381523275,3.654125479295935e-16,,,NA,NA,4-hydroxybenzoyl-CoA formation Astrocyte,coa[mA] + coucoa[mA] + h2o[mA] + nad[mA] --> 4hbzcoa[mA] + accoa[mA] + h[mA] + nadh[mA],Astrocyte
4HBZFm,0.8060245240985275,2.42026492784536e-16,,,NA,NA,4-hydroxybenzoate formation Astrocyte,4hbzcoa[mA] + h2o[mA] --> 4hbz[mA] + coa[mA] + h[mA],Astrocyte
4HGLSDm,0.756458153014876,2.847370503347482e-17,"8659, 8659",8659,"8659, 8659",8659,"L-4-hydroxyglutamate semialdehyde dehydrogenase, mitochondrial Astrocyte",4hglusa[mA] + h2o[mA] + nad[mA] <=> e4hglu[mA] + 2.0 h[mA] + nadh[mA],Astrocyte
5AOPtm,0.007738137139125688,0,,,NA,NA,5-Aminolevulinate mitochondrial transport Astrocyte,5aop[cA] <=> 5aop[mA],Astrocyte
5AOPtm,0.007738137139125688,0,,,NA,NA,5-Aminolevulinate mitochondrial transport Astrocyte,5aop[cA] <=> 5aop[mA],Astrocyte
5HOXINDACTOXm,0.7604480529242202,9.491235011158273e-18,NA,"8659, 219, 217","8659, 8659, 219, 217",NA,5-Hydroxyindoleacetaldehyde:NAD+ oxidoreductase (mito) Astrocyte,5hoxindact[mA] + h2o[mA] + nad[mA] --> 5hoxindoa[mA] + 2.0 h[mA] + nadh[mA],Astrocyte
5THFtm,0.02989263545761466,0,,,NA,NA,"5-glutamyl-THF transport,m mitochondrial Astrocyte",5thf[mA] --> 5thf[cA],Astrocyte
6DHFtm,0.02994294780319267,0,,,NA,NA,"6-glutamyl-DHF transport,m mitochondrial Astrocyte",6dhf[mA] --> 6dhf[cA],Astrocyte
6THFtm,0.02994283409991973,0,,,NA,NA,"6-glutamyl-THF transport,m mitochondrial Astrocyte",6thf[mA] --> 6thf[cA],Astrocyte
7DHFtm,0.039344896709350784,0,,,NA,NA,"7-glutamyl-DHF transport,m mitochondrial Astrocyte",7dhf[mA] --> 7dhf[cA],Astrocyte
7THFtm,0.03934489670935718,0,,,NA,NA,"7-glutamyl-THF transport,m mitochondrial Astrocyte",7thf[mA] --> 7thf[cA],Astrocyte
AACOAT,0.04054656906763119,0,65985,65985,NA,NA,Acetoacetyl-CoA:acetate CoA-transferase Astrocyte,acac[cA] + atp[cA] + coa[cA] <=> aacoa[cA] + amp[cA] + ppi[cA],Astrocyte
AACTOOR,0.06447304230017226,7.711628446566099e-17,8639,8639,NA,NA,Aminoacetone:oxygen oxidoreductase(deaminating)(flavin-containing) Astrocyte,aact[cA] + h2o[cA] + o2[cA] --> h2o2[cA] + mthgxl[cA] + nh4[cA],Astrocyte
AACTtm,0.006198806164356153,0,,,NA,NA,Aminoacetone transport (mitochondrial) Astrocyte,aact[mA] --> aact[cA],Astrocyte
AASAD3m,0.7615864525980203,0.05294369411532057,,60496,NA,501,"L-aminoadipate-semialdehyde dehydrogenase (NADH), mitochondrial Astrocyte",L2aadp6sa[mA] + h2o[mA] + nad[mA] --> L2aadp[mA] + 2.0 h[mA] + nadh[mA],Astrocyte
AATAi,0.0040710463511241714,3.0371952035706474e-16,"51166, 51166",51166,NA,NA,"2-aminoadipate transaminase, irreversible Astrocyte",L2aadp[cA] + akg[cA] --> 2oxoadp[cA] + glu-L[cA],Astrocyte
ABTArm,0.01780072794088648,0,"18, 18",18,NA,NA,"4-aminobutyrate transaminase, reversible (mitochondrial) Astrocyte",4abut[mA] + akg[mA] <=> glu-L[mA] + sucsal[mA],Astrocyte
ABUTt2r,0.0922026620630862,2.845094663209406e-32,206358,206358,NA,NA,4-aminobutyrate reversible transport in via proton symport Astrocyte,4abut[e] + h[e] <=> 4abut[cA] + h[cA],Astrocyte
ACACT10m,0.005714287274764883,2.8416077817186307e-30,"38, 10449, 3032",38,NA,NA,"acetyl-CoA C-acetyltransferase, mitochondrial Astrocyte",2maacoa[mA] + coa[mA] <=> accoa[mA] + ppcoa[mA],Astrocyte
ACACT1r,0.01942378696565357,0,"38, 3032, 3030, 39","38, 39, 3030, 3032",NA,NA,acetyl-CoA C-acetyltransferase Astrocyte,2.0 accoa[cA] <=> aacoa[cA] + coa[cA],Astrocyte
ACACT1rm,0.008243208326639223,0,"38, 3032, 3030","38, 3030, 3032",NA,NA,"acetyl-CoA C-acetyltransferase, mitochondrial Astrocyte",2.0 accoa[mA] <=> aacoa[mA] + coa[mA],Astrocyte
ACACT1rm,0.008243208326639223,0,"38, 3032, 3030, 39","38, 3030, 3032",NA,NA,"acetyl-CoA C-acetyltransferase, mitochondrial Astrocyte",2.0 accoa[mA] <=> aacoa[mA] + coa[mA],Astrocyte
ACACt2,0.09386427413463375,2.845094663209406e-32,"9194, 6566","6566, 9194",NA,NA,acetoacetate transport via proton symport Astrocyte,acac[e] + h[e] <=> acac[cA] + h[cA],Astrocyte
ACACt2m,0.8934342089789646,1.423685251673738e-17,6566,6566,6566,NA,Acetoacetate mitochondrial transport via H+ symport Astrocyte,acac[cA] + h[cA] <=> acac[mA] + h[mA],Astrocyte
ACACt2m,0.8934342089789646,1.423685251673738e-17,"9194, 6566",6566,6566,NA,Acetoacetate mitochondrial transport via H+ symport Astrocyte,acac[cA] + h[cA] <=> acac[mA] + h[mA],Astrocyte
ACALDt,0.02125746309296438,0,,,NA,NA,acetaldehyde reversible transport Astrocyte,acald[e] <=> acald[cA],Astrocyte
ACALDtm,0.00424108151211897,0,,,NA,NA,acetaldehyde mitochondrial diffusion Astrocyte,acald[mA] <=> acald[cA],Astrocyte
ACALDtm,0.00424108151211897,0,,,NA,NA,acetaldehyde mitochondrial diffusion Astrocyte,acald[mA] <=> acald[cA],Astrocyte
ACCOALm,0.21791537010471831,6.074390407141295e-16,"84532, 79611",84532,NA,NA,acetate-CoA ligase (AMP-forming) Astrocyte,atp[mA] + coa[mA] + ppa[mA] --> amp[mA] + ppcoa[mA] + ppi[mA],Astrocyte
ACCOALm,0.21791537010471831,6.074390407141295e-16,"84532, 79611, 55902, 55902",84532,NA,NA,acetate-CoA ligase (AMP-forming) Astrocyte,atp[mA] + coa[mA] + ppa[mA] --> amp[mA] + ppcoa[mA] + ppi[mA],Astrocyte
ACOAD10m,0.012364797368350684,3.796494004463338e-16,"34, 36","34, 36",NA,NA,"acyl-CoA dehydrogenase (2-methylbutanoyl-CoA), mitochondrial Astrocyte",2mbcoa[mA] + fad[mA] --> 2mb2coa[mA] + fadh2[mA],Astrocyte
ACOAD1fm,0.012839064505208749,0,"34, 36, 35, 80724, 27034, 84129, 28976","34, 36, 28976, 80724, 27034",NA,NA,"acyl-CoA dehydrogenase (butanoyl-CoA), mitochondrial Astrocyte",btcoa[mA] + fad[mA] --> b2coa[mA] + fadh2[mA],Astrocyte
ACOAD8m,0.012216716635140217,0,3712,3712,NA,NA,"acyl-CoA dehydrogenase (isovaleryl-CoA), mitochondrial Astrocyte",fad[mA] + ivcoa[mA] --> 3mb2coa[mA] + fadh2[mA],Astrocyte
ACOAD9m,0.012362870719299484,3.796494004464313e-17,"34, 27034","34, 27034",NA,NA,"acyl-CoA dehydrogenase (isobutyryl-CoA), mitochondrial Astrocyte",fad[mA] + ibcoa[mA] --> 2mp2coa[mA] + fadh2[mA],Astrocyte
ACONTm,0.008110827891163618,1.4856208279730537e-16,"50, 48",50,NA,NA,Aconitate hydratase Astrocyte,cit[mA] <=> icit[mA],Astrocyte
ACONTm,0.008110827891163618,1.4856208279730537e-16,"50, 48, 3658",50,NA,NA,Aconitate hydratase Astrocyte,cit[mA] <=> icit[mA],Astrocyte
ACRNtm,0.01288182586423553,0,788,788,NA,NA,O-acetylcarnintine transport into mitochondria via diffusion Astrocyte,acrn[cA] --> acrn[mA],Astrocyte
ACSm,0.06779474544272841,0,"84532, 160728",84532,NA,NA,acetyl-CoA synthetase Astrocyte,ac[mA] + atp[mA] + coa[mA] --> accoa[mA] + amp[mA] + ppi[mA],Astrocyte
ACSm,0.06779474544272841,0,"6818, 84532, 65985, 55902, 55902, 438, 160728",84532,NA,NA,acetyl-CoA synthetase Astrocyte,ac[mA] + atp[mA] + coa[mA] --> accoa[mA] + amp[mA] + ppi[mA],Astrocyte
ACt2m,0.8816335140467841,1.423685251673738e-17,6566,6566,NA,NA,acetate mitochondrial transport via proton symport Astrocyte,ac[cA] + h[cA] <=> ac[mA] + h[mA],Astrocyte
ACt2r,0.093557577373566,2.845094663209406e-32,"9123, 9194, 6566, 23539, 682","6566, 9194, 9123",NA,NA,acetate reversible transport via proton symport Astrocyte,ac[e] + h[e] <=> ac[cA] + h[cA],Astrocyte
ADCim,0.6215380215883535,1.423685251673741e-17,,,NA,NA,"Acetoacetate decarboxylation (irreversible), mitochondrial Astrocyte",acac[mA] + h[mA] --> acetone[mA] + co2[mA],Astrocyte
ADK1,0.01226339524250508,0,"204, 205, 205, 204, 205, 204, 26289, 26289, 122481, 203","203, 26289, 205, 204",NA,NA,adenylate kinase Astrocyte,amp[cA] + atp[cA] <=> 2.0 adp[cA],Astrocyte
ADK1m,0.0255243613289401,2.329234218932588e-15,"204, 205, 205, 204, 205, 204","205, 204",NA,NA,"adenylate kinase, mitochondrial Astrocyte",amp[mA] + atp[mA] <=> 2.0 adp[mA],Astrocyte
ADK1m,0.0255243613289401,2.329234218932588e-15,"204, 205, 205, 204, 205, 204, 26289, 26289, 122481, 203","205, 204",NA,NA,"adenylate kinase, mitochondrial Astrocyte",amp[mA] + atp[mA] <=> 2.0 adp[mA],Astrocyte
ADK3m,0.016522821142436524,0,"26289, 26289, 50808","205, 50808",NA,NA,adentylate kinase (GTP) Astrocyte,amp[mA] + gtp[mA] <=> adp[mA] + gdp[mA],Astrocyte
ADK3m,0.016522821142436524,0,50808,"205, 50808",NA,NA,adentylate kinase (GTP) Astrocyte,amp[mA] + gtp[mA] <=> adp[mA] + gdp[mA],Astrocyte
ADPRDPm,0.7327053327990722,0.06386370767950152,11164,53343,"53343, 53343, 53343","11164, 53343, 56985, 7226",ADPribose diphosphatase (mitochondrial) Astrocyte,adprib[mA] + h2o[mA] --> amp[mA] + 2.0 h[mA] + r5p[mA],Astrocyte
AGMTm,0.3034147568547527,0,79814,79814,NA,79814.1,agmatinase (m) Astrocyte,agm[mA] + h2o[mA] --> ptrc[mA] + urea[mA],Astrocyte
AGPRim,0.6235612241210652,1.423685251673741e-17,NA,5832,5832,NA,"N-acetyl-g-glutamyl-phosphate reductase, irreversible, mitochondrial Astrocyte",acg5p[mA] + h[mA] + nadph[mA] --> acg5sa[mA] + nadp[mA] + pi[mA],Astrocyte
AGTim,0.00859251159085838,7.873456389951942e-16,"64902, 64850",64850,NA,NA,"alanine-glyoxylate transaminase (irreversible), mitochondrial Astrocyte",ala-L[mA] + glx[mA] --> gly[mA] + pyr[mA],Astrocyte
AKGDm,0.11524559263984738,0.22982072105350096,"4967, 1738, 4967, 1743, 8050","8050, 1738, 4967, 1743","4967, 1738, 8050, 1743, 4967",4967,2-oxoglutarate dehydrogenase Astrocyte,akg[mA] + coa[mA] + nad[mA] --> co2[mA] + nadh[mA] + succoa[mA],Astrocyte
AKGMALtm,0.008969826757481742,1.3667378416067913e-15,"1468, 8402",8402,NA,NA,alpha-ketoglutarate/malate transporter Astrocyte,akg[mA] + mal-L[cA] <=> akg[cA] + mal-L[mA],Astrocyte
ALASm,0.6752525287756115,2.8948266784032735e-16,"212, 23464, 211, 211","23464, 211","212, 23464, 211, 211","211, 212",5-aminolevulinate synthase Astrocyte,gly[mA] + h[mA] + succoa[mA] --> 5aop[mA] + co2[mA] + coa[mA],Astrocyte
ALCD2if,0.08631850736610178,2.845094663209406e-32,"124, 126, 130, 127, 131, 128, 137872, 125, 284273, 284273","126, 124, 128, 284273, 137872",NA,NA,"alcohol dehydrogenase, forward rxn (ethanol -> acetaldehyde) Astrocyte",etoh[cA] + nad[cA] --> acald[cA] + h[cA] + nadh[cA],Astrocyte
ALCD2yf,0.08666290610504329,0.3461492786152283,"10327, 10327",10327,"10327, 10327",10327,"alcohol dehydrogenase (ethanol, NADP), forward reaction Astrocyte",etoh[cA] + nadp[cA] --> acald[cA] + h[cA] + nadph[cA],Astrocyte
ALDD20xm,0.7604480529311123,9.491235011158273e-18,"8659, 8659, 8854, 8854, 501, 224, 223, 8854, 216, 219, 217","8659, 219, 217","8659, 8659, 219, 217","217, 219, 223, 224, 501","aldehyde dehydrogenase (indole-3-acetaldehyde, NAD), mitochondrial Astrocyte",h2o[mA] + id3acald[mA] + nad[mA] --> 2.0 h[mA] + ind3ac[mA] + nadh[mA],Astrocyte
ALDD20xm,0.7604480529311123,9.491235011158273e-18,"8659, 8659, 219, 217","8659, 219, 217","8659, 8659, 219, 217","217, 219, 223, 224, 501","aldehyde dehydrogenase (indole-3-acetaldehyde, NAD), mitochondrial Astrocyte",h2o[mA] + id3acald[mA] + nad[mA] --> 2.0 h[mA] + ind3ac[mA] + nadh[mA],Astrocyte
ALDD2x,0.09310546116192471,7.474347571287135e-17,"221, 220, 218, 222, 8854, 8854, 501, 224, 223, 8854, 216, 219, 217","219, 217, 223, 224, 501, 8854, 220, 216",NA,NA,"aldehyde dehydrogenase (acetaldehyde, NAD) Astrocyte",acald[cA] + h2o[cA] + nad[cA] --> ac[cA] + 2.0 h[cA] + nadh[cA],Astrocyte
ALDD2xm,0.760299986275235,0.23163182080421357,"219, 217","219, 217","219, 217","218, 221, 222","aldehyde dehydrogenase (acetylaldehyde, NAD), mitochondrial Astrocyte",acald[mA] + h2o[mA] + nad[mA] --> ac[mA] + 2.0 h[mA] + nadh[mA],Astrocyte
ALDD2xm,0.760299986275235,0.23163182080421357,"221, 220, 218, 222, 8854, 8854, 501, 224, 223, 8854, 216, 219, 217","219, 217","219, 217","218, 221, 222","aldehyde dehydrogenase (acetylaldehyde, NAD), mitochondrial Astrocyte",acald[mA] + h2o[mA] + nad[mA] --> ac[mA] + 2.0 h[mA] + nadh[mA],Astrocyte
ALDD2y,0.09341669152921249,0.3461492786152283,"221, 218, 222, 8854, 8854, 224, 223, 8854, 219","223, 224, 8854","218, 222, 221, 219, 223, 8854, 8854, 224, 8854","218, 221, 222","aldehyde dehydrogenase (acetaldehyde, NADP) Astrocyte",acald[cA] + h2o[cA] + nadp[cA] --> ac[cA] + 2.0 h[cA] + nadph[cA],Astrocyte
ALR,0.09331240632885975,0.3815111982957976,NA,231,NA,"10327.2, 8574.1, 10327.1, 231.1",Aldose reductase Astrocyte,h2o[cA] + mthgxl[cA] + nadp[cA] --> 2.0 h[cA] + nadph[cA] + pyr[cA],Astrocyte
AMETt2m,0.04568786737384557,0,"115286, 115286, 115286",115286,NA,NA,"S-Adenosyl-L-methionine reversible transport, mitochondrial Astrocyte",ahcys[mA] + amet[cA] <=> ahcys[cA] + amet[mA],Astrocyte
AMETt2m,0.04568786737384557,0,"115286, 115286, 115286",115286,NA,NA,"S-Adenosyl-L-methionine reversible transport, mitochondrial Astrocyte",ahcys[mA] + amet[cA] <=> ahcys[cA] + amet[mA],Astrocyte
AOBUTDsm,0.6284539865552743,1.423685251673741e-17,,,NA,NA,"L-2-amino-3-oxobutanoate decarboxylation, mitochondrial  (spontaneous) Astrocyte",2aobut[mA] + h[mA] --> aact[mA] + co2[mA],Astrocyte
APAT2rm,0.017324424608107476,0,"18, 18",18,NA,NA,3-Aminopropanoate:2-oxoglutarate aminotransferase (m) Astrocyte,akg[mA] + ala-B[mA] <=> glu-L[mA] + msa[mA],Astrocyte
APOCLYSBTNPm,0.14646908347019785,7.592988008926619e-17,,,NA,NA,"proteolysis of apoC-Lys-btn, mitochondrial Astrocyte",apoC-Lys_btn[mA] + h2o[mA] --> apoC[mA] + biocyt[mA],Astrocyte
APOCLYSBTNPm,0.14646908347019785,7.592988008926619e-17,,,NA,NA,"proteolysis of apoC-Lys-btn, mitochondrial Astrocyte",apoC-Lys_btn[mA] + h2o[mA] --> apoC[mA] + biocyt[mA],Astrocyte
APOCFm,0.7142990972498603,9.0166732606003594e-17,,,NA,NA,"Apocarboxylase formation, mitochondrial Astrocyte",apoC[mA] + lys-L[mA] --> apoC-Lys[mA] + h2o[mA] + h[mA],Astrocyte
APOCFm,0.7142990972498603,9.0166732606003594e-17,,,NA,NA,"Apocarboxylase formation, mitochondrial Astrocyte",apoC[mA] + lys-L[mA] --> apoC-Lys[mA] + h2o[mA] + h[mA],Astrocyte
ARGDCm,0.6278868008143211,1.9694312648153418e-16,113451,113451,113451,NA,arginine decarboxylase (m) Astrocyte,arg-L[mA] + h[mA] --> agm[mA] + co2[mA],Astrocyte
ARGLYSex,0.019150762419989455,0,"6520, 9057","9057, 6520",NA,NA,Arginine/Lysine exchanger (Arg in) Astrocyte,arg-L[e] + lys-L[cA] --> arg-L[cA] + lys-L[e],Astrocyte
ARGtiDF,0.006271582404641983,2.3728087527895682e-17,NA,"6541, 84889",NA,NA,L-arginine transport via diffusion (extracellular to cytosol) Astrocyte,arg-L[e] --> arg-L[cA],Astrocyte
ARGtm,0.8867274115536896,4.033774879742269e-17,"83884, 10166",83884,"83884, 10166",NA,arginine mitochondrial transport via ornithine carrier Astrocyte,arg-L[cA] + h[mA] <=> arg-L[mA] + h[cA],Astrocyte
ASNNm,0.14739680181596118,1.5185976017853237e-15,80150,80150,NA,NA,L-asparaginase (mitochondrial) Astrocyte,asn-L[mA] + h2o[mA] --> asp-L[mA] + nh4[mA],Astrocyte
ASNt4,0.01602425243191196,0.04328107473014821,"11254, 57393, 59272, 54407, 340024, 81539, 55089","11254, 81539, 54407","54407, 11254, 81539, 55089, 340024, 57393, 59272",NA,L-asparagine transport in via sodium symport Astrocyte,asn-L[e] + na1[e] --> asn-L[cA] + na1[cA],Astrocyte
ASNtm,0.00502413016431078,0,,,NA,NA,"L-asparagine transport, mitochondrial Astrocyte",asn-L[cA] --> asn-L[mA],Astrocyte
ASPGLUm,0.9273366440904658,0.24683119087704763,"10165, 8604","10165, 8604","10165, 8604",NA,aspartate-glutamate mitochondrial shuttle Astrocyte,asp-L[mA] + glu-L[cA] + h[cA] --> asp-L[cA] + glu-L[mA] + h[mA],Astrocyte
ASPTA,0.0040579484726283,3.0371952035706474e-16,"2805, 2806","2806, 2805",NA,NA,aspartate transaminase Astrocyte,akg[cA] + asp-L[cA] <=> glu-L[cA] + oaa[cA],Astrocyte
