,harmonic_centrality,eigenvector_centrality,degree_centrality,betweenness_centrality,closeness_centrality,load_centrality,information_centrality,second_order_centrality,current_flow_closeness_centrality,current_flow_betweenness_centrality,approximate_current_flow_betweenness_centrality,communicability_betweenness_centrality
EX_tcynt(e),,,,,-0.0006419858203298378,,,,,,,
EX_thymd(e),,,,,-0.0004096969874388339,,,,,,,
EX_urea(e),,,,,-0.00019869340700055064,,,,,,,
EX_uri(e),,,,,-0.00047207107281205035,,,,,,,
EX_val-L(e),,,,,-0.0007015191345897637,,,,,,,
sink_4hpro-LT(m),,,,,-0.0004488743170360793,,,,,,,
sink_amet,,,,,-0.000495866479449796,,,,,,,
sink_decdp,,,,,-0.00025048554337099105,,,,,,,
sink_dhf(c),,,,,-0.0006341305671096146,,,,,,,
sink_dmgly,,,,,-0.0006341305671096146,,,,,,,
sink_tyr-L(m),,,,,-0.0006341305671096146,,,,,,,
10FTHF5GLUtm,,,,,-0.00017156244596326325,,,,,,,
10FTHF6GLUtm,,,,,6.352412610876755e-05,,,,,,,
10FTHF7GLUtm,,,,,6.352412610876755e-05,,,,,,,
10FTHFtm,,,,,6.352412610876755e-05,,,,,,,
"1a,24,25VITD2Hm",,,,,6.352412610876755e-05,,,,,,,
"1a,24,25VITD3Hm",,,,,6.352412610876755e-05,,,,,,,
"1a,25VITD2Hm",,,,,6.352412610876755e-05,,,,,,,
"1a,25VITD3Hm",,,,,-0.0002904261239094799,,,,,,,
"24,25VITD2Hm",,,,,-0.0002904261239094799,,,,,,,
"24,25VITD3Hm",,,,,-0.00012072815889369845,,,,,,,
25HVITD2t,,,,,-0.00012072815889369845,,,,,,,
25HVITD2tin,,,,,-0.00028377322837475755,,,,,,,
25HVITD2tin_m,,,,,-0.00028377322837475755,,,,,,,
25HVITD2tm,,,,,-0.00011407432883751626,,,,,,,
25HVITD3t,,,,,-0.00011407432883751626,,,,,,,
25HVITD3tin,,,,,6.352412610876755e-05,,,,,,,
25HVITD3tin_m,,,,,6.352412610876755e-05,,,,,,,
25HVITD3tm,,,,,-3.448194789279744e-05,,,,,,,
25VITD2Hm,,,,,3.42074156142428e-05,,,,,,,
25VITD3Hm,,,,,-3.448194789279744e-05,,,,,,,
2AMADPTm,,,,,5.688638859980579e-05,,,,,,,
2OXOADOXm,,,,,0.0028959416044630126,,,,,,,
2OXOADPTm,,,,,-0.0010278751869688726,,,,,,,
34HPLFM,,,,,0.001843751257042768,,,,,,,
3AIBTm,,,,,6.352412610876755e-05,,,,,,,
3AIBt,,,,,6.352412610876755e-05,,,,,,,
3AIBtm,,,,,1.9344047010276914e-05,,,,,,,
3DPHBH1,,,,,7.007868032707196e-05,,,,,,,
3DPHBH2,,,,,6.552205496930316e-06,,,,,,,
3HBCDm,,,,,6.521481471943648e-05,,,,,,,
3HBCOAHLm,,,,,7.015266113187935e-05,,,,,,,
3SALAASPm,,,,,5.375421009684847e-05,,,,,,,
3SALATAim,,,,,7.007868032707196e-05,,,,,,,
3SPYRSPm,,,,,7.007868032707196e-05,,,,,,,
4ABUTtm,,,,,6.352412610876755e-05,,,,,,,
4HBZCOAFm,,,,,-1.6723841978921743e-05,,,,,,,
4HBZFm,,,,,6.352412610876755e-05,,,,,,,
4HGLSDm,,,,,-0.0006160942493652691,,,,,,,
5AOPtm,,,,,-0.0006341305671096146,,,,,,,
5HOXINDACTOXm,,,,,-0.0006160942493652691,,,,,,,
5THFtm,,,,,-0.0006341305671096146,,,,,,,
6DHFtm,,,,,-0.0006341305671096146,,,,,,,
6THFtm,,,,,-2.1716909749133984e-05,,,,,,,
7DHFtm,,,,,0.0008777482926453233,,,,,,,
7THFtm,,,,,-3.353119778031255e-05,,,,,,,
AACOAT,,,,,6.352412610876755e-05,,,,,,,
AACTOOR,,,,,0.00011088106408565293,,,,,,,
AACTtm,,,,,3.12542502666545e-05,,,,,,,
AASAD3m,,,,,0.0003204182157169624,,,,,,,
AATAi,,,,,-0.00013519740610812406,,,,,,,
ABTArm,,,,,-0.0001430359247901017,,,,,,,
ABUTt2r,,,,,-0.00014950008841215713,,,,,,,
ACACT10m,,,,,0.0003204182157169624,,,,,,,
ACACT1r,,,,,0.0004994066474124598,,,,,,,
ACACT1rm,,,,,-0.0004051645522185597,,,,,,,
ACACt2,,,,,-1.384621917631066e-05,,,,,,,
ACACt2m,,,,,0.003850665187481496,,,,,,,
ACALDt,,,,,-0.00015889614235056298,,,,,,,
ACALDtm,,,,,-0.00015889614235056298,,,,,,,
ACCOALm,,,,,-0.00015058913181630388,,,,,,,
ACOAD10m,,,,,-0.00015056551439738902,,,,,,,
ACOAD1fm,,,,,-0.00017240424186725804,,,,,,,
ACOAD8m,,,,,-0.0004140127527794382,,,,,,,
ACOAD9m,,,,,3.5938798228103754e-05,,,,,,,
ACONTm,,,,,0.00019554798033773072,,,,,,,
ACRNtm,,,,,0.0002376913709014005,,,,,,,
ACSm,,,,,0.0003204182157169624,,,,,,,
ACYP,,,,,6.303278635034855e-05,,,,,,,
ACt2m,,,,,7.93593113317052e-05,,,,,,,
ACt2r,,,,,2.7639036122541984e-05,,,,,,,
ADCim,,,,,2.7639036122541984e-05,,,,,,,
ADK1,,,,,7.007868032707196e-05,,,,,,,
ADK1m,,,,,0.00289075002548692,,,,,,,
ADK3m,,,,,5.688638859980579e-05,,,,,,,
ADPRDPm,,,,,2.102714520221391e-05,,,,,,,
AGMTm,,,,,5.91340329468909e-05,,,,,,,
AGPRim,,,,,3.680716382997294e-05,,,,,,,
AGTim,,,,,0.00015158679266498787,,,,,,,
AKGDm,,,,,0.00018809806161340604,,,,,,,
AKGMALtm,,,,,0.00019423768835811684,,,,,,,
ALASm,,,,,6.352412610876755e-05,,,,,,,
ALCD2if,,,,,0.00018809806161340604,,,,,,,
ALCD2yf,,,,,0.00011973681169140289,,,,,,,
ALDD20xm,,,,,0.00019423768835811684,,,,,,,
ALDD2x,,,,,0.00021878134601951285,,,,,,,
ALDD2xm,,,,,-0.0011551197270428266,,,,,,,
ALDD2y,,,,,0.00013989157466342864,,,,,,,
ALR,,,,,2.2259186538593266e-05,,,,,,,
AMETt2m,,,,,1.9344047010276914e-05,,,,,,,
AOBUTDsm,,,,,6.352412610876755e-05,,,,,,,
APAT2rm,,,,,6.303278635034855e-05,,,,,,,
APOC_LYS_BTNPm,,,,,5.350597286910179e-05,,,,,,,
APOCFm,,,,,5.350597286910179e-05,,,,,,,
ARGDCm,,,,,0.0005423702369935791,,,,,,,
ARGLYSex,,,,,0.00012152307278047184,,,,,,,
ARGtiDF,,,,,4.347773722800608e-06,,,,,,,
ARGtm,,,,,-2.0906249295863205e-06,,,,,,,
ASNNm,,,,,0.0004019643214507131,,,,,,,
ASNt4,,,,,0.00011088106408565293,,,,,,,
ASNtm,,,,,1.3955030258232077e-05,,,,,,,
ASPGLUm,,,,,0.0023935611484076575,,,,,,,
ASPTA,,,,,0.00026651583253019744,,,,,,,
ASPTAm,,,,,7.17459317828477e-05,,,,,,,
ATPS4m,,,,,0.03744557273457004,,,,,,,
ATPtm,,,,,0.00010241388844049561,,,,,,,
BACCLm,,,,,0.00011073027019731372,,,,,,,
BALAVECSEC,,,,,5.688638859980579e-05,,,,,,,
BALAtmr,,,,,6.352412610876755e-05,,,,,,,
BAMPPALDOXm,,,,,0.0003204182157169624,,,,,,,
BDHm,,,,,0.0002376913709014005,,,,,,,
BETALDHxm,,,,,1.9344047010276914e-05,,,,,,,
BHBt,,,,,6.344751887985924e-05,,,,,,,
BHBtm,,,,,0.00029221863866617107,,,,,,,
BTNDm,,,,,0.0002376913709014005,,,,,,,
BTNPLm,,,,,0.00029221863866617107,,,,,,,
BTNt2,,,,,-0.0005643393926464074,,,,,,,
BTNt2m,,,,,-0.0004140127527794382,,,,,,,
BTNt4i,,,,,-0.00014950008841215713,,,,,,,
C160CPT2,,,,,-0.00014950008841215713,,,,,,,
C160CRNt,,,,,1.9344047010276914e-05,,,,,,,
C204CPT2,,,,,1.9344047010276914e-05,,,,,,,
C226CPT2,,,,,7.17459317828477e-05,,,,,,,
C2M26DCOAHLm,,,,,-0.0002009493608440301,,,,,,,
CATm,,,,,-0.00013776495384576463,,,,,,,
CBL2tm,,,,,-0.0006672807526494559,,,,,,,
CBLATm,,,,,-2.660383452486094e-05,,,,,,,
CDPDAGtm,,,,,-1.1674656202950586e-05,,,,,,,
CDSm,,,,,-5.069465468640311e-06,,,,,,,
CHSTEROLt3,,,,,0.00017329880756906534,,,,,,,
CITRtm,,,,,-0.00036069158816793553,,,,,,,
CITtam,,,,,0.00046362995256670815,,,,,,,
CITtbm,,,,,5.688638859980579e-05,,,,,,,
CK,,,,,5.688638859980579e-05,,,,,,,
CO2t,,,,,1.9344047010276914e-05,,,,,,,
CO2tm,,,,,6.352412610876755e-05,,,,,,,
COQ3m,,,,,2.7639036122541984e-05,,,,,,,
COQ5m,,,,,0.00039175243468085537,,,,,,,
COQ6m,,,,,-0.0012184580074116856,,,,,,,
COQ7m,,,,,0.0021686369314906943,,,,,,,
COUCOAFm,,,,,-4.951640279673146e-05,,,,,,,
CPPPGO,,,,,-0.0005643393926464074,,,,,,,
CRNt,,,,,0.00017483091250159903,,,,,,,
CRNtim,,,,,0.0061689292588035394,,,,,,,
CSNAT2m,,,,,-0.0008762175680653732,,,,,,,
CSNATm,,,,,0.002076153458046717,,,,,,,
CSm,,,,,0.0002443159534100717,,,,,,,
CYANSTm,,,,,0.0002376913709014005,,,,,,,
CYANt,,,,,8.092396318129988e-05,,,,,,,
CYANtm,,,,,8.864525703980829e-05,,,,,,,
CYOOm2,,,,,0.031995178886336906,,,,,,,
CYOR-u10m,,,,,0.037661753752359924,,,,,,,
CYSGLUexR,,,,,1.3955030258232077e-05,,,,,,,
CYSGLYex,,,,,5.448572878184523e-05,,,,,,,
CYSGLYexR,,,,,2.7639036122541984e-05,,,,,,,
CYSO,,,,,0.0003204182157169624,,,,,,,
CYSTAm,,,,,0.0002376913709014005,,,,,,,
CYStec,,,,,-3.36655136963022e-06,,,,,,,
CYTK1m,,,,,-0.0011402226343162466,,,,,,,
D-LACt2,,,,,0.0024920267046818914,,,,,,,
D-LACtm,,,,,-0.00027373641510739893,,,,,,,
DDPGAm,,,,,0.001459673845709732,,,,,,,
DECDPtm,,,,,5.688638859980579e-05,,,,,,,
DGNSKm,,,,,-0.0006341305671096146,,,,,,,
DGSNt,,,-inf,,0.02340280216150457,,,,,,,
DGSNtm,,,,,-0.0007282161244248577,,,,,,,
DHDPBMTm,,,,,0.00018809806161340604,,,,,,,
DHFtm,,,,,0.00014526724651384607,,,,,,,
DMGDHm,,,,,6.303278635034855e-05,,,,,,,
DMGtm,,,,,7.17459317828477e-05,,,,,,,
DPGM,,,,,7.007868032707196e-05,,,,,,,
DPGase,,,,,1.9344047010276914e-05,,,,,,,
DPHMBDCm,,,,,1.9344047010276914e-05,,,,,,,
DURIK1m,,,,,1.9344047010276914e-05,,,,,,,
DURIt,,,,,-3.36655136963022e-06,,,,,,,
DUTPDPm,,,,,1.3955030258232077e-05,,,,,,,
ECOAH12m,,,,,0.00011599789206675892,,,,,,,
ECOAH1m,,,,,-0.0001451068027321588,,,,,,,
ECOAH9m,,,,,-1.2834246853139471e-05,,,,,,,
EHGLAT2m,,,,,0.00019423768835811684,,,,,,,
EHGLATm,,,,,-0.0004051645522185597,,,,,,,
ENO,,,-inf,,0.023943954366922728,,,,,,,
ETF,,,,,-4.302427361125258e-05,,,,,,,
ETFQO,,,-inf,,0.02482348775413772,,,,,,,
ETOHMO,,,,,0.0007090369252930002,,,,,,,
ETOHt,,,,,0.0017942122882077507,,,,,,,
FALDtm,,,,,-0.0007178215442386898,,,,,,,
FBA,,,,,0.034347267128343656,,,,,,,
FCLTm,,,,,-0.0005547574680220602,,,,,,,
FE2t,,,,,-0.0005547574680220602,,,,,,,
FE2tm,,,,,8.006233807700145e-05,,,,,,,
FORt2m,,,,,-0.0005547574680220602,,,,,,,
FPGS2m,,,,,8.838088913676606e-05,,,,,,,
FPGS3m,,,,,8.006233807700145e-05,,,,,,,
FPGS4m,,,,,-0.0005547574680220602,,,,,,,
FPGS5m,,,,,0.00010499533470540081,,,,,,,
FPGS6m,,,,,-0.0006803506006331541,,,,,,,
FPGS7m,,,,,-1.2834246853139471e-05,,,,,,,
FPGS8m,,,,,-8.767590044821568e-06,,,,,,,
FPGS9m,,,,,-5.63993706812318e-05,,,,,,,
FPGSm,,,,,4.1529475962370735e-05,,,,,,,
FTHFLm,,,,,0.0003069182011785399,,,,,,,
FUMSO3tm,,,,,-8.947240171996461e-05,,,,,,,
FUMSO4tm,,,,,5.688638859980579e-05,,,,,,,
FUMTSULtm,,,,,0.00019423768835811684,,,,,,,
FUMm,,,,,0.0006954432826607653,,,,,,,
FUMtm,,,,,6.352412610876755e-05,,,,,,,
G3PD2m,,,,,7.137601118411921e-05,,,,,,,
G5SDym,,,,,3.780868851025929e-06,,,,,,,
G6PDH2r,,,,,5.688638859980579e-05,,,,,,,
GAPD,,,,,0.03399946835703026,,,,,,,
GCALDDm,,,,,1.2683743946657692e-05,,,,,,,
GCC2am,,,,,5.688638859980579e-05,,,,,,,
GCC2bim,,,,,8.48200646310874e-05,,,,,,,
GCC2cm,,,,,6.524123243214705e-05,,,,,,,
GCCam,,,,,6.352412610876755e-05,,,,,,,
GCCbim,,,,,3.642972545303297e-05,,,,,,,
GCCcm,,,,,0.0005719032127471755,,,,,,,
GHMT2rm,,,,,0.00018809806161340604,,,,,,,
GHMT3m,,,,,9.439843923914713e-05,,,,,,,
GLACOm,,,,,3.5954634473500046e-05,,,,,,,
GLCt1r,,,,,7.183577028290104e-05,,,,,,,
GLCt2r,,,,,7.183577028290104e-05,,,,,,,
GLNS,,,,,7.666892192858277e-05,,,,,,,
GLNtm,,,,,7.681691394151485e-05,,,,,,,
GLU5Km,,,,,0.00018809806161340604,,,,,,,
GLUDxm,,,,,0.00024601083265109245,,,,,,,
GLUDym,,,,,0.00041901625133826186,,,,,,,
GLUNm,,,,,-1.650513057810079e-05,,,,,,,
GLUTCOADHm,,,,,5.688638859980579e-05,,,,,,,
GLUVESSEC,,,,,-0.0008302541898424309,,,,,,,
GLUt2m,,,,,0.0021402184859934466,,,,,,,
GLUt6,,,,,0.0031790169107979494,,,,,,,
GLYATm,,,,,6.352412610876755e-05,,,,,,,
GLYCLTDym,,,,,0.0005290396380058315,,,,,,,
GLYCt,,,,,0.0008180767656024305,,,,,,,
GLYCtm,,,,,0.000948565695892619,,,,,,,
GLYKm,,,,,5.688638859980579e-05,,,,,,,
GLYOXm,,,,,1.9344047010276914e-05,,,,,,,
GLYt2r,,,,,3.438160539216142e-05,,,,,,,
GLYtm,,,,,-0.0004859967096088443,,,,,,,
GND,,,,,-2.6912041619716434e-05,,,,,,,
GTHOm,,,,,0.0003947041010131058,,,,,,,
GTHPm,,,,,0.00039704747879837235,,,,,,,
H2CO3Dm,,,,,5.688638859980579e-05,,,,,,,
H2O2t,,,,,5.688638859980579e-05,,,,,,,
H2O2tm,,,,,-0.001314675963747027,,,,,,,
H2Ot,,,,,6.96612203944594e-05,,,,,,,
H2Otm,,,,,0.00018809806161340604,,,,,,,
HACD1m,,,,,5.688638859980579e-05,,,,,,,
HACD9m,,,,,0.00013568434623345194,,,,,,,
HBZOPT10m,,,,,7.007868032707196e-05,,,,,,,
HCO3Em,,,,,-4.536984961624546e-06,,,,,,,
HEX1,,,,,0.033474095558252724,,,,,,,
HIBDm,,,,,0.00029221863866617107,,,,,,,
HMBS,,,,,0.0002376913709014005,,,,,,,
HMGCOASim,,,,,3.596519197472804e-05,,,,,,,
HMGLm,,,,,1.8840189866975494e-05,,,,,,,
HPROxm,,,,,0.0006778406926447211,,,,,,,
Ht,,,,,5.311249436895487e-05,,,,,,,
Htm,,,,,-0.00010047081741606542,,,,,,,
ICDHxm,,,,,-0.000544470186646308,,,,,,,
ICDHyrm,,,,,6.352412610876755e-05,,,,,,,
ILETA,,,,,2.9990198670569852e-05,,,,,,,
ILETAm,,,,,3.829056583254164e-05,,,,,,,
ILEt5m,,,,,5.2940844177780865e-05,,,,,,,
ILEtec,,,,,0.0003204182157169624,,,,,,,
IMACTD_m,,,,,0.0002376913709014005,,,,,,,
ITCOAL1m,,,,,6.352412610876755e-05,,,,,,,
ITCOALm,,,,,7.015266113187935e-05,,,,,,,
Kt1r,,,,,1.3955030258232077e-05,,,,,,,
L-LACt2r,,,,,0.00018809806161340604,,,,,,,
L-LACtm,,,,,5.688638859980579e-05,,,,,,,
LCADi_Dm,,,,,0.000650168909289156,,,,,,,
LCADim,,,,,4.6191754583108195e-05,,,,,,,
LCYSTATm,,,,,-0.00012123508613170953,,,,,,,
LDH_L,,,,,-0.0005722142370656355,,,,,,,
LDH_Lm,,,,,-1.9988526255069066e-05,,,,,,,
LEUTA,,,,,5.350597286910179e-05,,,,,,,
LEUTAm,,,,,0.0005423702369935791,,,,,,,
LEUt5m,,,,,-1.1674656202950586e-05,,,,,,,
LEUtec,,,,,-1.1674656202950586e-05,,,,,,,
LSOProd,,,,,-1.1674656202950586e-05,,,,,,,
LYStiDF,,,,,0.00016071073574414055,,,,,,,
LYStm,,,,,8.005176613279277e-05,,,,,,,
MALSO3tm,,,,,0.00028938008526659207,,,,,,,
MALSO4tm,,,,,8.141293244983628e-05,,,,,,,
MALTSULtm,,,,,3.829056583254164e-05,,,,,,,
MALtm,,,,,2.9990198670569852e-05,,,,,,,
MCCCrm,,,,,1.9344047010276914e-05,,,,,,,
MDH,,,,,8.287988473151908e-05,,,,,,,
MDHm,,,,,-0.00017934756470801467,,,,,,,
MECOALm,,,,,-0.00016984207200589484,,,,,,,
MECOAS1m,,,,,9.136572863330096e-05,,,,,,,
MGCHrm,,,,,3.42074156142428e-05,,,,,,,
MMCDm,,,,,6.352412610876755e-05,,,,,,,
MMEm,,,,,-4.521168574596515e-06,,,,,,,
MMMm,,,,,6.352412610876755e-05,,,,,,,
MMSAD1m,,,,,0.0002376913709014005,,,,,,,
MMSAD3m,,,,,2.7639036122541984e-05,,,,,,,
MTHFCm,,,,,2.7639036122541984e-05,,,,,,,
MTHFDm,,,,,2.7639036122541984e-05,,,,,,,
NABTNOm,,,,,2.7639036122541984e-05,,,,,,,
NADH2-u10m,,,,,0.03175957788895293,,,,,,,
NDPK10m,,,,,2.7639036122541984e-05,,,,,,,
NDPK1m,,,,,2.7639036122541984e-05,,,,,,,
NDPK2m,,,,,2.7639036122541984e-05,,,,,,,
NDPK3m,,,,,2.7639036122541984e-05,,,,,,,
NDPK4m,,,,,2.7639036122541984e-05,,,,,,,
NDPK5m,,,,,0.0003204182157169624,,,,,,,
NDPK6m,,,,,8.005176613279277e-05,,,,,,,
NDPK7m,,,,,7.17459317828477e-05,,,,,,,
NDPK8m,,,,,3.8995337663271105e-05,,,,,,,
NDPK9m,,,,,3.8995337663271105e-05,,,,,,,
NH4t3r,,,,,3.8995337663271105e-05,,,,,,,
NMNATm,,,,,0.0002694799844052139,,,,,,,
NNATm,,,,,-0.0008762175680653732,,,,,,,
NTD1m,,,,,0.002076153458046717,,,,,,,
NTD2m,,,,,-0.0003442703447455181,,,,,,,
NTD5m,,,,,1.6555784482969555e-05,,,,,,,
NaKt,,,,,3.780868851025929e-06,,,,,,,
O2St,,,,,3.42074156142428e-05,,,,,,,
O2Stm,,,,,5.082566064962243e-05,,,,,,,
O2t,,,,,3.42074156142428e-05,,,,,,,
O2tm,,,,,1.3955030258232077e-05,,,,,,,
OCOAT1m,,,,,0.0002376913709014005,,,,,,,
OIVD1m,,,,,0.00021120664001016463,,,,,,,
OIVD2m,,,,,-0.00017383865344653313,,,,,,,
OIVD3m,,,,,-0.001481038688840272,,,,,,,
ORNTArm,,,,,7.183577028290104e-05,,,,,,,
ORNt3m,,,,,0.00011194457784384964,,,,,,,
ORNt4m,,,,,9.663812174281489e-05,,,,,,,
ORNtiDF,,,,,3.42074156142428e-05,,,,,,,
P45011A1m,,,,,0.00011194457784384964,,,,,,,
P5CDm,,,,,0.00018809806161340604,,,,,,,
PCFLOPm,,,,,5.688638859980579e-05,,,,,,,
PCm,,,,,0.00018809806161340604,,,,,,,
PDHm,,,,,0.0002179027587772024,,,,,,,
PEFLIP,,,,,-7.010565748527446e-05,,,,,,,
PEFLIPm,,,,,0.00015254304308280213,,,,,,,
PETOHMm_hs,,,,,0.00019423768835811684,,,,,,,
PFK,,,-inf,,0.028324906682459162,,,,,,,
PGCD,,,,,6.352412610876755e-05,,,,,,,
PGI,,,,,0.03408942813446951,,,,,,,
PGK,,,-inf,,0.024783231285216707,,,,,,,
PGL,,,,,1.3955030258232077e-05,,,,,,,
PGM,,,,,0.03991495412968044,,,,,,,
PHCDm,,,,,0.0003018987340662393,,,,,,,
PHCHGSm,,,,,7.17459317828477e-05,,,,,,,
PHEMEtm,,,,,0.00018809806161340604,,,,,,,
PHETA1m,,,,,7.007868032707196e-05,,,,,,,
PIt2m,,,,,7.007868032707196e-05,,,,,,,
PIt7,,,,,-0.0008841808794650848,,,,,,,
PNTKm,,,,,0.0028280241456112355,,,,,,,
PPA,,,,,0.037492870548487815,,,,,,,
PPA2m,,,,,9.435084436818226e-05,,,,,,,
PPAm,,,,,0.02694976822527733,,,,,,,
PPAt,,,,,-4.058609689012883e-05,,,,,,,
PPAtm,,,,,5.563189610991428e-05,,,,,,,
PPBNGS,,,,,-0.0006672807526494559,,,,,,,
PPCOACm,,,,,5.688638859980579e-05,,,,,,,
PPCOAOm,,,,,8.445263740893761e-05,,,,,,,
PPPG9tm,,,,,0.0003204182157169624,,,,,,,
PPPGOm,,,,,9.983529336718082e-05,,,,,,,
PRGNLONEtm,,,,,2.6499140208089627e-05,,,,,,,
PRO1xm,,,,,0.00013324075183995172,,,,,,,
PROD2m,,,,,0.00011194457784384964,,,,,,,
PROt2r,,,,,0.00018809806161340604,,,,,,,
PROtm,,,,,0.00019021165863946697,,,,,,,
PRPNCOAHYDm,,,,,0.0002217517320965676,,,,,,,
PSERT,,,,,6.352412610876755e-05,,,,,,,
PSFLIP,,,,,0.0004414329874288717,,,,,,,
PSFLIPm,,,,,0.0003204182157169624,,,,,,,
PSP_L,,,,,-0.00030007378225546314,,,,,,,
PYK,,,-inf,,0.021967209434711824,,,,,,,
PYLALDOXm,,,,,7.183577028290104e-05,,,,,,,
PYRt2m,,,,,7.183577028290104e-05,,,,,,,
PYRt2r,,,,,-0.0012239082789408677,,,,,,,
RPE,,,,,-0.001923524621951755,,,,,,,
RPI,,,,,0.00023336779836380739,,,,,,,
SACCD3m,,,,,5.435632535196266e-05,,,,,,,
SACCD4m,,,,,0.00010316502567295984,,,,,,,
SARCStex,,,,,0.00023095927807965325,,,,,,,
SARCStm,,,,,5.688638859980579e-05,,,,,,,
SARDHm,,,,,-0.0007381048833730193,,,,,,,
SERGLNexR,,,,,0.0005344510947293232,,,,,,,
SERGLYexR,,,,,6.352412610876755e-05,,,,,,,
SERt4,,,,,0.00016071073574414055,,,,,,,
SLDxm,,,,,3.119091456122439e-05,,,,,,,
SO4HCOtex,,,,,2.9990198670569852e-05,,,,,,,
SPODMm,,,,,6.31701494000865e-05,,,,,,,
SSALxm,,,,,0.0010731164750932068,,,,,,,
SUCCt2m,,,,,1.9344047010276914e-05,,,,,,,
SUCD1m,,,,,1.9344047010276914e-05,,,,,,,
SUCOAS1m,,,,,-5.679677446015626e-05,,,,,,,
SUCOASm,,,,,-0.0008762175680653732,,,,,,,
SULFOX,,,,,0.002076153458046717,,,,,,,
T2M26DCOAHLm,,,,,0.0005566478365956747,,,,,,,
T4HCINNMFM,,,,,-0.0005774794674058584,,,,,,,
TALA,,,,,3.5154913794039205e-05,,,,,,,
TCYNTt,,,,,-5.679677446015626e-05,,,,,,,
