,Reaction ID,Reaction Name,Flux,Reduced Cost
27,25HVITD3tin_m,25-Hydroxyvitamin D3 Transport in Mitochondria,0.0,0.0
28,25VITD2Hm,1-Alpha-Vitamin D-25-Hydroxylase (D2),0.0,2.228131620887227e-16
29,25VITD3Hm,1-Alpha-Vitamin D-25-Hydroxylase (D3),0.0,2.228131620887227e-16
30,2AMACHYD,2-Aminoacrylate Hydrolysis,0.0,0.0
31,2AMACSULT,2-Aminoacrylate Sulfotransferase,0.0,3.5058198888846817e-16
32,2AMADPTm,L-2-Aminoadipate Shuttle (Cytosol/Mitochondria),0.0,7.427897263799165e-17
33,2DR1PP,2-Deoxy-D-Ribose 1-Phosphate Phosphorylase,0.0,1.3227413727646837e-16
34,2HBO,2-Hydroxybutyrate:NAD+ Oxidoreductase,0.0,7.025261942653256e-18
35,2HBt2,2-Hydroxybutyrate Symport with Proton,0.0,1.6186473186371768e-17
36,2HCO3_NAt,Bicarbonate Transport (Na/Hco3 1:2 Symport),0.0,5.1092814128387185e-18
37,2MCITt,2-Methylcitrate Transport via Diffusion,0.0,8.326672684688674e-17
38,2OXOADOXm,"2-Oxoadipate:Lipoamde 2-Oxidoreductase (Decarboxylating And Acceptor-Succinylating), Mitochondrial",0.0,3.1916805456522096e-16
39,2OXOADPTm,2-Oxoadipate Shuttle (Cytosol/Mitochondria),0.0,3.0814879110195774e-33
40,34DHOXPEGOX,"3, 4-Dihydroxyphenylethyleneglycol:NAD+ Oxidoreductase",0.0,0.0
41,34DHOXPEGt,"3, 4-Dihydroxyphenylethyleneglycol Transport (Diffusion)",0.0,0.0
42,34DHPHAMT,"3, 4-Dihydroxyphenylacetate:Amet O-Methyltransferase",0.0,2.693595983834451e-16
43,34DHPHEt,"3, 4-Dihydroxy-L-Phenylalanine Transport",0.0,-0.0
44,34DHPLACOX,"3, 4-Dihydroxyphenylacetaldehyde:NAD+ Oxidoreductase",0.0,1.6653345369377348e-16
45,34DHPLACOX_NADP,"3, 4-Dihydroxyphenylacetaldehyde:NADP+ Oxidoreductase",0.0,5.551115123125783e-17
46,34DHXMANDACOX,"3, 4-Dihydroxymandelaldehyde:NAD+ Oxidoreductase",0.0,1.6653345369377348e-16
47,34DHXMANDACOX_NADP,"3, 4-Dihydroxymandelaldehyde:NADP+ Oxidoreductase",0.0,5.551115123125783e-17
48,34HPLFM,3- (4-Hydroxyphenyl-)Lactate Formation,0.0,0.0
49,34HPPOR,4-Hydroxyphenylpyruvate:Oxygen Oxidoreductase,0.0,1.6706598040099832e-17
50,35CGMPtn,35CGMP Nuclear Transport,0.0,-0.0
51,3AIBTm,"L-3-Aminoisobutyrate Transaminase, Mitochondrial",0.0,-2.465190328815662e-32
52,3AIBtmi,"3-Amino-Isobutyrate Transport, Mitochondrial",0.0,2.8124746545374367e-16
53,3DPHBH1,Hydroxylation of 3-Decaprenyl-4-Hydroxybenzoate (NADH),0.0,-7.685571636914128e-19
54,3DPHBH2,Hydroxylation of 3-Decaprenyl-4-Hydroxybenzoate (NADPH),0.0,0.0
55,3DSPHR,3-Dehydrosphinganine Reductase,0.0,1.1102230246251565e-16
56,3HAO,"3-Hydroxyanthranilate 3, 4-Dioxygenase",0.0,1.5538377409615649e-16
57,3HBCDm,"3-Hydroxybutyryl Coenzyme A Dehydratase, Mitochondrial",0.0,-0.0
58,3HBCOAHLm,"3-Hydroxyisobutyryl Coenzyme A Hydrolase, Mitochondrial",0.0,-1.942890293094024e-16
59,3HKYNAKGAT,3-Hydroxy-L-Kynurenine:2-Oxoglutarate Aminotransferase,0.0,1.0161844879943599e-16
60,3HLYTCL,3-Hydroxy-L-Tyrosine Carboxy-Lyase,0.0,1.2943994407967025e-16
61,3M4HDXPAC,3-Methoxy-4-Hydroxyphenylacetaldehyde:NAD+ Oxidoreductase,0.0,1.3440884766266643e-17
62,3MLDAt,3Mlda Extracellular Transport via Diffusion,0.0,0.0
63,3MOBt2im,3-Methyl-2-Oxobutanoate Mitochondrial Transport via Proton Symport,54.70895388453235,0.0
64,3MOPt2im,3-Methyl-2-Oxopentanoate Mitochondrial Transport via Proton Symport,0.0,-1.6511112047649063e-16
65,3MOX4HOXPGALDOX,3-Methoxy-4-Hydroxyphenylglycolaldehyde:NAD+ Oxidoreductase,0.0,1.6653345369377348e-16
66,3MOX4HOXPGALDOX_NADP,3-Methoxy-4-Hydroxyphenylglycolaldehyde:NADP+ Oxidoreductase,0.0,5.551115123125783e-17
67,3MOXTYROX,3-Methoxytyramine:Oxygen Oxidoreductase (Deaminating),0.0,3.065394460311148e-16
68,3SALAASPm,Cysteinesulfinate-Aspartate Mitochondrial Shuttle,-35.93252271678026,-0.0
69,3SALACBOXL,3-Sulfino-L-Alanine Carboxy-Lyase,0.0,1.4730846015730897e-16
70,3SALAOX,Cysteinesulfinic Acid Oxidase,0.0,2.9461692031461795e-16
71,3SALATAi,3-Sulfino-Alanine Transaminase (Irreversible),0.0,-1.4416631314849665e-16
72,3SALATAim,"3-Sulfino-Alanine Transaminase (Irreversible), Mitochondrial",35.93252271678026,2.673092337847533e-18
73,3SPYRSP,3-Sulfinopyruvate Hydrolase (Spotaneous Reaction),0.0,-9.567044308829643e-17
74,3SPYRSPm,"3-Sulfinopyruvate Hydrolase (Spotaneous Reaction), Mitochondrial",35.93252271678026,0.0
75,41R1H2MAE12BOOX,"4-[ (1R)-1-Hydroxy-2- (Methylamino)Ethyl]-1, 2-Benzenediol:Oxygen Oxidoreductase (Deaminating) (Flavin-Containing)",0.0,9.302263593243576e-17
76,41R2A1H12BOOX,"4-[ (1R)-2-Amino-1-Hydroxyethyl]-1, 2-Benzenediol:Oxygen Oxidoreductase (Deaminating) (Flavin-Containing)",0.0,-5.147989677464932e-17
77,42A12BOOX,"4- (2-Aminoethyl)-1, 2-Benzenediol:Oxygen Oxidoreductase (Deaminating) (Flavin-Containing)",0.0,-4.637061536181059e-17
78,4ABUTtm,4-Aminobutanoate Mitochondrial Transport via Diffusion,0.0,9.623981655230769e-17
79,4HBZCOAFm,4-Hydroxybenzoyl Coenzyme A Formation,0.0,6.938893903907228e-18
80,4HBZFm,4-Hydroxybenzoate Formation,0.0,0.0
81,4HDEBRISOQUINEte,Transport of Xenobiotic,0.0,0.0
82,4HGLSDm,"L-4-Hydroxyglutamate Semialdehyde Dehydrogenase, Mitochondrial",0.0,-2.2900537825962283e-17
83,4HOXPACDOX_NADP,4-Hydroxyphenylacetaldehyde:NADP+ Oxidoreductase,0.0,5.551115123125783e-17
84,4MOPt2im,4-Methyl-2-Oxopentanoate Mitochondrial Transport via Proton Symport,100.0,0.0
85,4MPTNLte,4-Methylpentanal Transport,1.177650858386323,0.0
86,4MPTNLtm,"4-Methylpentanal Transport, Mitochondrial",-1.177650858386323,-0.0
87,4MTOLBUTAMIDEte,Transport of Xenobiotic,0.0,0.0
88,4NPHSFte,Transport of Xenobiotic,0.0,0.0
89,4NPHSULT,4-Nitrophenol Sulfotransferase,0.0,1.0057040123675961e-16
90,4NPHte,Transport of Xenobiotic,0.0,0.0
91,4PYRDX,4-Pyridoxal Secretion,0.0,-0.09331215168226181
92,5ADTSTSTERONEGLCte,Glucuronidated Compound Transport,0.0,-0.09331215168226181
93,5ADTSTSTERONEGLCtr,Glucuronidated Compound Transport,0.0,0.0
94,5ADTSTSTERONESte,Sulfonated Testosterone Transport,0.0,5.897196137933683e-16
95,5ADTSTSTERONESULT,5Alpha-Dihydrotestosterone Sulfotransferase,0.0,1.7129432910292323e-18
96,5ADTSTSTERONEte,5 Alpha Dihydrotesterone Transport,0.0,-4.925750991386671e-16
97,5ADTSTSTERONEtr,5 Alpha Dihydrotesterone Intracellular Transport,0.0,-4.925750991386671e-16
98,5AOPtm,5-Aminolevulinate Mitochondrial Transport,54.415709171476855,0.0
99,5DHFtl,"5-Glutamyl-Dhf Transport, Lysosomal",0.0,0.0
100,5FTHFt2,5-Formyltetrahydrofolate Transport via Anion Exchange,0.0,5.1532751670888817e-17
101,5HLTDL,5-Hydroxy-L-Tryptophan Decarboxy-Lyase,0.0,1.922040762073176e-17
102,5HOMEPRAZOLEte,Transport of Xenobiotic,0.0,0.0
103,5HOXINDACTO2OX,5-Hydroxyindoleacetaldehyde:Oxygen Oxidoreductase,0.0,-1.5447586031117156e-17
104,5HOXINOXDA,5-Hydroxytryptamine:Oxygen Oxidoreductase (Deaminating) (Flavin-Containing),0.0,6.465168710070507e-17
105,5HTRPVESSEC,5-Hydroxy-L-Tryptophan Secretion via Secretory Vesicle (ATP Driven),0.0,-0.09331215168226181
106,5MTHFt,5-Methyltetrahydrofolate Transport via Receptor Binding And Protolysis,0.0,-1.3479947851777556e-16
107,5MTHFt2,5-Methyltetrahydrofolate Transport via Anion Exchange,0.0,-4.163336342344337e-17
108,5THFtl,"5-Glutamyl-Thf Transport, Lysosomal",0.0,0.0
109,5THFtm,"5-Glutamyl-Thf Transport, M Mitochondrial",0.0,0.0
110,6DHFtl,"6-Glutamyl-Dhf Transport, Lysosomal",0.0,0.0
111,6DHFtm,"6-Glutamyl-Dhf Transport, M Mitochondrial",0.0,0.0
112,6HTSTSTERONEte,Hydroxylated Testosterone Transport,0.0,0.0
113,6HTSTSTERONEtr,Hydroxylated Testosterone Transport,0.0,0.0
114,6THFtl,"6-Glutamyl-Thf Transport, Lysosomal",0.0,0.0
115,6THFtm,"6-Glutamyl-Thf Transport, M Mitochondrial",0.0,-0.09331215168226187
116,7DHCHSTEROLtr,Cholesterol Precursor Intracellular Transport,0.0,0.0
117,7DHFtl,"7-Glutamyl-Dhf Transport, Lysosomal",0.0,0.0
118,7DHFtm,"7-Glutamyl-Dhf Transport, M Mitochondrial",0.0,0.0
119,7THFtl,"7-Glutamyl-Thf Transport, Lysosomal",0.0,0.0
120,7THFtm,"7-Glutamyl-Thf Transport, M Mitochondrial",0.0,-0.18662430336452374
121,A_MANASEly,"Alpha-Mannosidase, Lysosomal",0.0,4.3140730542989e-17
122,A4GALTc,Lactosylceramide 4-Alpha-Galactosyltransferase,0.0,-1.232595164407831e-32
123,A4GALTg,Lactosylceramide 4-Alpha-Galactosyltransferase,0.0,-2.4329689033570498e-17
124,A4GNT1g,"Alpha 1, 4-N-Acetylglucosaminyltransferase, Golgi Apparatus",0.0,2.7755575615628914e-16
125,A4GNT2g,"Alpha 1, 4-N-Acetylglucosaminyltransferase, Golgi Apparatus",0.0,2.7755575615628914e-16
126,AACTOOR,Aminoacetone:Oxygen Oxidoreductase (Deaminating) (Flavin-Containing),0.0,0.0
127,AACTtm,"Aminoacetone Transport, Mitochondrial",0.0,-3.7305394232140926e-17
128,AASAD3m,"L-Aminoadipate-Semialdehyde Dehydrogenase (NADH), Mitochondrial",0.0,0.0
129,AATAi,"2-Aminoadipate Transaminase, Irreversible",0.0,-7.191012751873722e-17
130,ABO1g,"Abo Blood Group (Transferase A, Alpha 1-3-N-Acetylgalactosaminyltransferase",0.0,2.94859430546162e-16
131,ABO2g,"Abo Blood Group (Transferase A, Alpha 1-3-N-Acetylgalactosaminyltransferase",0.0,3.4258865820584154e-18
132,ABO3g,"Abo Blood Group (Transferase A, Alpha 1-3-N-Acetylgalactosaminyltransferase",0.0,8.669261342894516e-17
133,ABO4g,"Abo Blood Group (Transferase A, Alpha 1-3-N-Acetylgalactosaminyltransferase",0.0,3.7812615739304875e-16
134,ABO5g,"Abo Blood Group (Transferase A, Alpha 1-3-N-Acetylgalactosaminyltransferase",0.0,1.8383712808364635e-16
135,ABO6g,"Abo Blood Group (Transferase A, Alpha 1-3-N-Acetylgalactosaminyltransferase",0.0,4.3363730862430657e-16
136,ABO7g,"Abo Blood Group (Transferase A, Alpha 1-3-N-Acetylgalactosaminyltransferase",0.0,1.8383712808364635e-16
137,ABO8g,"Abo Blood Group (Transferase A, Alpha 1-3-N-Acetylgalactosaminyltransferase",0.0,1.4220376466020298e-16
138,ABO9g,"Abo Blood Group (Transferase A, Alpha 1-3-N-Acetylgalactosaminyltransferase",0.0,-2.1519283176091448e-16
139,ABTArm,"4-Aminobutyrate Transaminase, Reversible, Mitochondrial",0.0,2.493767240127003e-17
140,ABTD,L-Arabinitol 4-Dehydrogenase,0.0,-2.4329689033570492e-17
141,ABTti,L-Arabinitol Transport via Passive Diffusion,0.0,0.0
142,ABUTt2rL,"4-Aminobutyrate Reversible Transport in via Proton Symport, Lysosomal",0.0,-0.0
143,ABUTt4_2_r,4-Aminobutyrate Reversible Transport in via Sodium Symport (1:2),0.0,-6.558412807527533e-17
144,ACACT10m,"Acetyl Coenzyme A C-Acetyltransferase, Mitochondrial",0.0,9.71445146547012e-17
145,ACACT1rm,"Acetyl Coenzyme A C-Acetyltransferase, Mitochondrial",17.96626135839013,-6.938893903907228e-18
146,ACACT1x,Acetyl Coenzyme A C-Acetyltransferase,0.0,3.1780134079895106e-15
147,ACACt2m,Acetoacetate Mitochondrial Transport via H+ Symport,0.0,-0.0
148,ACACT4p,"Acetyl Coenzyme A C-Acetyltransferase (Octanoyl Coenzyme A), Peroxisomal",0.0,0.0
149,ACACT5p,"Acetyl Coenzyme A C-Acyltransferase (Decanoyl Coenzyme A), Peroxisomal",0.0,0.0
150,ACACT6p,"Acetyl Coenzyme A C-Acetyltransferase (Dodecanoyl), Peroxisomal",0.0,0.0
151,ACACT7p,"Acetyl Coenzyme A Acyltransferase (Tetradecanoyl Coenzyme A), Peroxisomal",0.0,0.0
152,ACACT8p,"Acetyl Coenzyme A Acyltransferase (Hexadecanoyl Coenzyme A), Peroxisomal",0.0,0.0
153,ACACT9p,"Acetyl Coenzyme A Acyltransferase (Tetracosanoyl Coenzyme A), Peroxisomal",0.0,0.0
154,ACACtx,Acetoacetate Intracellular Transport Unknown Mechanism,0.0,-2.7251152364434183e-16
155,ACALDtm,Acetaldehyde Mitochondrial Diffusion,-1.177650858386323,-0.0
156,ACALDtr,"Acetaldehyde Reversible Transport, Endoplasmatic Reticulum",1.177650858386323,0.0
157,ACALDtx,Acetaldehyde Peroxisomal Diffusion,0.0,-0.0
158,ACCOACm,"Acetyl Coenzyme A Carboxylase, Beta Isoform",0.0,1.3877787807814457e-17
159,ACCOAgt,Acetyl Coenzyme A Transport,0.0,-0.0
160,ACCOALm,Acetate Coenzyme A Ligase (AMP-Forming),0.0,-0.093312151682262
161,ACCOAtn,"Acetyl Coenzyme A Transport, Nuclear",0.0,-0.0
162,ACCOAtr,Acetyl Coenzyme A Transport,0.0,0.0
163,ACETONEt2,Acetone Transport via Proton Symport,0.0,0.0
164,ACETONEt2m,Acetone Mitochondrial Transport via Proton Symport,0.0,-0.0
165,ACGAGBSIDEtg,Acgagbside Hs Intracellular Transport,0.0,-0.0
166,ACGAGBSIDEtl,Acgagbside Hs Intracellular Transport,0.0,0.0
167,ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte,Blood Group Intracellular Transport,0.0,0.0
168,ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg,Blood Group Intracellular Transport,0.0,0.0
169,ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte,Blood Group Intracellular Transport,0.0,0.0
170,ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,Blood Group Intracellular Transport,0.0,0.0
171,ACGALK,N-Acetylgalactosamine Kinase,0.0,-0.09331215168226223
172,ACGALK2,N-Acetylgalactosamine Kinase (ITP),0.0,-0.09331215168226223
173,ACGALtlg,N-Acetyl-Galactosamine Intracellular Transport,0.0,-0.0
174,ACGALtly,N-Acetyl-Galactosamine Lysosomal Efflux,0.0,0.0
175,ACGAM6PSi,N-Acetylglucosamine-6-Phosphate Synthase,0.0,0.0
176,ACGAMK,N-Acetylglucosamine Kinase,0.0,-0.09331215168226296
177,ACGAMPM,Phosphoacetylglucosamine Mutase,0.0,0.0
178,ACGAMtly,N-Acetyl-Glucosamine Lysosomal Efflux,0.0,0.0
179,ACGBGBSIDEtg,Acgbgbside Hs Intracellular Transport,0.0,-0.0
180,ACGBGBSIDEtl,Acgbgbside Hs Intracellular Transport,0.0,0.0
181,ACGPID,N-Acetylglucosaminylphosphatidylinositol Deacetylase,0.0,9.459318685678275e-17
182,ACGSm,"N-Acteylglutamate Synthase, Mitochondrial",0.0,-1.1354534649479803e-16
183,ACHEe,Acetylcholinesterase,0.0,1.1370534262547834e-15
184,ACHtn,"Acetylcholin Transport, Nuclear through Pores",0.0,-0.0
185,ACHVESSEC,Acetylcholine Secretion via Secretory Vesicle (ATP Driven),0.0,-0.09331215168226181
186,ACITL,ATP-Citrate Lyase,0.0,-0.09331215168226308
187,ACN13ACNGALGBSIDEte,Acn13Acngalgbside Hs Transport,0.0,0.0
188,ACN13ACNGALGBSIDEtg,Acn13Acngalgbside Hs Intracellular Transport,0.0,0.0
189,ACN23ACNGALGBSIDEte,Acn23Acngalgbside Transport,0.0,0.0
190,ACN23ACNGALGBSIDEtg,Acn23Acngalgbside Intracellular Transport,0.0,0.0
191,ACNACNGAL14ACGLCGALGLUSIDEte,Blood Group Intracellular Transport,0.0,0.0
192,ACNACNGAL14ACGLCGALGLUSIDEtg,Blood Group Intracellular Transport,0.0,0.0
193,ACNACNGALGBSIDEte,Acnacngalgbside Hs Transport,0.0,0.0
194,ACNACNGALGBSIDEtg,Acnacngalgbside Hs Intracellular Transport,0.0,0.0
195,ACNAM9PL,N-Acetylneuraminate 9-Phosphate Pyruvate-Lyase (Pyruvate-Phosphorylating),0.0,-0.09331215168226177
196,ACNAM9PL2,N-Acetylneuraminate 9-Phosphate Pyruvate-Lyase (Pyruvate-Phosphorylating),0.0,-0.09331215168226166
197,ACNAMlt,N-Acetylneuraminate Transport into Lysososme,0.0,1.2292905151172066e-16
198,ACNAMPH,N-Acetylneuraminate 9-Phosphate Phosphohydrolase,0.0,0.0
199,ACNAMtn,N-Acetylneuraminate Nuclear Import,0.0,0.0
200,ACNGALACGLCGAL14ACGLCGALGLUSIDEte,Blood Group Intracellular Transport,0.0,0.0
201,ACNGALACGLCGAL14ACGLCGALGLUSIDEtg,Blood Group Intracellular Transport,0.0,0.0
202,ACNMLr,N-Acetylneuraminate Lyase (Reversible),0.0,0.0
203,ACOAD10m,"Acyl Coenzyme A Dehydrogenase (2-Methylbutanoyl Coenzyme A), Mitochondrial",0.0,4.163336342344337e-17
204,ACOAD1fm,"Acyl Coenzyme A Dehydrogenase (Butanoyl Coenzyme A), Mitochondrial",0.0,1.27675647831893e-15
205,ACOAD8m,"Acyl Coenzyme A Dehydrogenase (Isovaleryl Coenzyme A), Mitochondrial",0.0,1.3877787807814457e-17
206,ACOAD9m,"Acyl Coenzyme A Dehydrogenase (Isobutyryl Coenzyme A), Mitochondrial",0.0,0.0
207,ACOAHi,Acetyl Coenzyme A Hydrolase,0.0,1.2003422773372044e-15
208,ACOAO7p,"Acyl Coenzyme A Oxidase (Hexadecanoyl Coenzyme A), Peroxisomal",0.0,5.689893001203927e-16
209,ACODA,Acetylornithine Deacetylase,0.0,-1.0852939774848679e-16
210,ACONTm,Aconitate Hydratase,-53.28942057108006,-0.0
211,ACOX22x,"Acyl-Coenzyme A Oxidase 2, Branched Chain",0.0,5.828670879282072e-16
212,ACOX2x,"Acyl-Coenzyme A Oxidase 2, Branched Chain",0.0,0.0
213,ACP1_FMN,Acid Phosphatase (FMN),0.0,1.1325926953488305e-16
214,ACRNtm,O-Acetylcarnintine Transport into Mitochondria via Diffusion,0.0,1.2906342661267445e-15
215,ACS2,Acetyl Coenzyme A Synthase (Propionate),0.0,-0.09331215168226227
216,ACSm,Acetyl Coenzyme A Synthetase,0.0,-0.09331215168226185
217,ACSRTNMT,S-Adenosyl-L-Homocysteine:N-Acetylserotonin O-Methyltransferase,0.0,1.0899599568420783e-16
218,ACt2m,Acetate Mitochondrial Transport via Proton Symport,-1.177650858386323,-0.0
219,ACt2r,Acetate Reversible Transport via Proton Symport,0.0,1.6186473186371768e-17
220,ACtg,"Acetate Transport, Golgi Apparatus",0.0,0.0
221,ACTLMO,Acetol Monooxygenase,0.0,1.0015891300035168e-17
222,ACTNMO,Acetone Monooxygenase,0.0,1.0015891300035168e-17
223,ADA,Adenosine Deaminase,0.0,-6.662159275732906e-17
224,ADAe,"Adenosine Deaminase, Extracellular",0.0,-1.6369793960126493e-16
225,ADCim,"Acetoacetate Decarboxylation (Irreversible), Mitochondrial",0.0,0.0
226,ADEt,"Adenine Reversible Transport, Cytosol",-87.25983357337243,-0.0
227,ADK1m,"Adenylate Kinase, Mitochondrial",3.5093456085675663,0.0
228,ADK3,Adentylate Kinase (GTP),98.56874711344697,2.7755575615628914e-17
229,ADK3m,Adentylate Kinase (GTP),0.0,0.0
230,ADKd,Adenylate Kinase (D Form),0.0,0.0
231,ADMDC,Adenosylmethionine Decarboxylase,9.230820818060003,0.0
232,ADNCYC,Adenylate Cyclase,0.0,-0.09331215168226205
233,ADNK1m,"Adenosine Kinase, Mitochondrial",3.5093456085675663,1.532784423851618e-17
234,ADNt,Adenosine Faciliated Transport in Cytosol,0.0,-3.065568847703236e-17
235,ADNt4,Adenosine Transport (Na/Adn Symport),0.0,-1.532784423851618e-17
236,ADNtl,Adenosine Faciliated Transport from Lysosome,0.0,-3.065568847703236e-17
237,ADNtm,Adenosine Faciliated Transport in Mitochondria,3.5093456085675663,0.0
238,ADPMAN,ADPmannose Diphosphatase,0.0,-4.384253197487863e-18
239,ADPRIBt,ADPribose Transport,0.0,0.0933121516822618
240,ADPtx,"ADP Transporter, Peroxisomal",0.0,0.0
241,ADRNCOAtx,Fatty Acid Intracellular Transport,0.0,0.0
242,ADRNCPT1,Carnitine O-Palmitoyltransferase,0.0,-0.0
243,ADRNCPT2,Carnitine Transferase,0.0,0.0
244,ADRNCRNt,Transport into the Mitochondria (Carnitine),0.0,-0.0
245,ADRNLPVESSEC,Adrenaline Secretion via Secretory Vesicle (ATP Driven),0.0,-0.09331215168226181
246,ADRNt,Fatty Acid Transport via Diffusion,0.0,-0.0
247,ADSK,Adenylyl-Sulfate Kinase,0.0,-6.938893903907228e-18
248,ADSL1,Adenylosuccinate Lyase,0.0,0.0
249,ADSL2,Adenylosuccinate Lyase,0.0,0.0
250,AFLATOXINte,Transport of Xenobiotic,0.0,0.0
251,AG13T16g,"N-Acetyllactosaminide Beta-1, 3-N-Acetylglucosaminyltransferase, Golgi Apparatus",0.0,4.372374366859458e-16
252,AG13T17g,"N-Acetyllactosaminide Beta-1, 3-N-Acetylglucosaminyltransferase, Golgi Apparatus",0.0,0.0
253,AG13T18g,"N-Acetyllactosaminide Beta-1, 3-N-Acetylglucosaminyltransferase, Golgi Apparatus",0.0,0.0
254,AG13T1g,"N-Acetyllactosaminide Beta-1, 3-N-Acetylglucosaminyltransferase, Golgi Apparatus",0.0,0.0
255,AG13T2g,"N-Acetyllactosaminide Beta-1, 3-N-Acetylglucosaminyltransferase, Golgi Apparatus",0.0,0.0
256,AG13T3g,"N-Acetyllactosaminide Beta-1, 3-N-Acetylglucosaminyltransferase, Golgi Apparatus",0.0,0.0
257,AGMTm,"Agmatinase, Mitochondrial",0.0,4.163336342344337e-17
258,AGPAT1,1-Acylglycerol-3-Phosphate O-Acyltransferase 1,0.0,0.0
259,AGTim,"Alanine-Glyoxylate Transaminase (Irreversible), Mitochondrial",0.0,5.167310764890288e-16
260,AGTix,"Alanine-Glyoxylate Transaminase (Irreversible),, Peroxisomal",0.0,0.0
261,AHANDROSTANGLCte,Glucuronidated Compound Transport,0.0,-0.09331215168226181
262,AHANDROSTANGLCtr,Glucuronidated Compound Transport,0.0,0.0
263,AHCYStr,S-Adenosyl-L-Homocysteine Intracellular Diffusion,0.0,-2.638640108510246e-16
264,AHEXASE2ly,"Beta-N-Acetylhexosaminidase, Lysosomal",0.0,0.0
265,AHEXASEly,"Beta-N-Acetylhexosaminidase, Lysosomal",0.0,0.0
266,AIRCr,Phosphoribosylaminoimidazole Carboxylase,0.0,-0.0
267,AKGDm,2-Oxoglutarate Dehydrogenase,45.584290828523145,6.928361396651469e-18
268,AKGMALtm,Alpha-Ketoglutarate/Malate Transporter,43.7185320519753,1.5407439555097887e-32
269,AKGt4_3,Akg Transport via Sodium Symport,0.0,2.063471354147858e-16
270,AKGtp,"Akg Transporter, Peroxisome",0.0,2.8928942431355973e-16
271,AKR1C1,"Aldo-Keto Reductase Family 1, Member C1 (Chlordecone Reductase",0.0,-2.3777176055259903e-17
272,AKR1C41,"Aldo-Keto Reductase Family 1, Member C4 (Chlordecone Reductase",0.0,-6.198453495081333e-17
273,AKR1C42,"Aldo-Keto Reductase Family 1, Member C4 (Chlordecone Reductase",0.0,-1.1102230246251565e-16
274,AKR1D,"Aldo-Keto Reductase Family 1, Member D1 (Delta 4-3-Ketosteroid-5-Beta-Reductase)",0.0,0.0
275,AKR1D2,"Aldo-Keto Reductase Family 1, Member D1 (Delta 4-3-Ketosteroid-5-Beta-Reductase)",0.0,2.220446049250313e-16
276,ALAASNNaEx,L-Alanine/L-Asparagine Na-Dependent Exchange (Ala-L In),0.0,0.0
